hab_lbl,P. Composition Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU)
0,3,18.21791367,8.48,1.9
0,3,18.21791367,1.07,1.06
0,3,18.21791367,0.74,0.95
0,3,18.21791367,4.65,1.62
0,3,18.21791367,0.45,0.82
0,3,18.21791367,2.37,1.34
0,3,18.21791367,2.04,1.29
0,3,18.21791367,2.81,1.41
0,3,18.21791367,1.11,1.08
0,3,18.21791367,0.66,0.92
0,3,18.21791367,5.82,1.72
0,3,18.21791367,15.76,2.22
0,3,18.21791367,4.54,1.61
0,3,18.21791367,0.43,0.81
0,3,18.21791367,0.96,1.03
0,3,18.21791367,12.15,2.08
0,3,18.21791367,3.4,1.49
0,3,18.21791367,11.62,2.06
0,3,18.21791367,0.92,1.02
0,3,18.21791367,1.59,1.2
0,3,18.21791367,1.86,1.25
0,3,18.21791367,0.36,0.76
0,3,18.21791367,4.54,1.61
0,3,18.21791367,14.15,2.16
0,3,18.21791367,3.22,1.47
0,3,18.21791367,2.17,1.31
0,3,18.21791367,10.64,2.02
0,3,18.21791367,0.37,0.77
0,3,18.21791367,14.78,2.18
0,3,18.21791367,2.37,1.34
0,3,18.21791367,25.16,2.46
0,3,18.21791367,4.2,1.58
0,3,18.21791367,0.58,0.88
0,3,18.21791367,18.31,2.3
0,3,18.21791367,8.1,1.88
0,3,18.21791367,6.56,1.78
0,3,18.21791367,1.75,1.23
0,3,18.21791367,1.12,1.08
0,3,18.21791367,0.34,0.75
0,3,18.21791367,7.38,1.84
0,3,18.21791367,0.32,0.58
0,3,3.82,3.82,1.54
0,3,18.21791367,2.19,1.31
0,3,18.21791367,3.18,1.48
0,3,3.18,3.18,1.46
0,3,9.22,9.22,1.94
0,3,5.4,5.4,1.69
0,3,1.66,1.66,1.21
0,3,1.43,1.43,1.16
0,3,4.45,4.45,1.6
0,3,0.02,0.02,0.31
0,3,4.13,4.13,1.57
0,3,3.82,3.82,1.54
0,3,1.97,1.97,1.28
0,3,2,2,1.28
0,3,3.12,3.12,1.45
0,3,3.5,3.5,1.5
0,3,6.67,6.67,1.79
0,3,1.75,1.75,1.23
0,3,1.83,1.83,1.25
0,3,9.22,9.22,1.94
0,3,18.21791367,1.38,1.06
0,3,18.21791367,0.35,0.75
0,3,18.21791367,9.22,1.87
0,3,0,0,0.1
0,3,18.21791367,10.9,2.03
0,3,1.91,1.91,1.26
0,3,7.69,7.69,1.86
0,3,0.76,0.76,0.96
0,3,0.99,0.99,1.04
0,3,1.14,1.14,1.09
1,3,7.26,7.26,1.83
1,3,2.7,2.7,1.4
1,3,2.7,2.7,1.4
1,3,8.7,8.7,1.92
1,3,7.63,7.63,1.85
1,3,7.09,7.09,1.82
1,3,4.8,4.8,1.64
1,3,5.26875,2.81,1.41
1,3,5.26875,14.78,2.18
1,3,5.26875,6.14,1.75
1,3,5.26875,2.34,1.34
1,3,5.26875,2.73,1.4
1,3,5.26875,1.26,1.12
1,3,5.26875,6.64,1.43
1,3,1.27,1.27,1.12
1,3,5.26875,0.64,0.92
2,3,8.3,8.3,1.89
2,3,6.4,6.4,1.77
2,3,2.89,2.89,1.42
2,3,9.9,9.9,1.98
2,3,3.8,3.8,1.54
2,3,5.4,5.4,1.69
2,3,2.02,2.02,1.28
2,3,4.78,9.49,1.96
2,3,4.78,16.46,2.24
2,3,4.78,2.73,1.4
2,3,4.78,20.36,2.35
2,3,4.78,13.85,2.15
2,3,4.78,4.54,1.61
2,3,4.78,7.04,1.81
2,3,4.78,3.32,1.48
2,3,4.78,26.81,2.5
2,3,4.78,1.27,1.12
2,3,4.78,7.75,1.86
2,3,4.78,19.53,2.33
2,3,4.78,4.72,1.63
2,3,4.78,12.69,2.11
2,3,4.78,16.81,2.25
2,3,4.78,6.56,1.78
2,3,4.78,26.25,2.49
2,3,4.78,6.56,1.78
2,3,4.78,25.16,2.46
2,3,4.78,7.92,1.87
2,3,1.4,1.4,1.15
2,3,4.29,4.29,1.59
2,3,4.78,0.41,0.77
2,3,3.4,3.4,1.49
0,2,18.21791367,8.1,1.99
0,2,18.21791367,12.05,2.74
0,2,18.21791367,4.61,1.8
0,2,18.21791367,7.55,2.25
0,2,18.21791367,12.59,2.44
0,2,11.8,11.83,2.53
0,2,18.21791367,9.9,2.42
0,2,375.45,530.96,3.7
0,2,11.51,16.69,2.59
0,2,5.24,5.25,2
0,2,6.84,6.87,2
0,2,14.56,14.62,2.71
0,2,7.95,7.95,2.04
0,2,34.96,34.97,2.8
0,2,4.18,4.19,1.71
0,2,3.85,3.85,1.9
0,2,4.16,4.17,1.99
0,2,5.96,5.98,2.31
0,2,6.93,6.93,2.35
0,2,60.09,60.09,3.65
0,2,2.99,2.99,1.51
0,2,8.93,8.93,2.22
0,2,10.32,10.44,2.5
0,2,11.16,11.17,2.55
0,2,8.58,8.58,2.17
0,2,16.11,16.14,2.41
0,2,0.07,0.07,0.58
0,2,79.41,79.42,3.92
0,2,18.21791367,13.99,2.8
0,2,18.21791367,66.77,3.36
0,2,18.21791367,41.33,3.1
0,2,18.21791367,61.04,3.1
0,2,18.21791367,7.31,2.15
0,2,18.21791367,7.44,2.43
0,2,18.21791367,15.26,2.8
0,2,18.21791367,69.95,3.47
0,2,18.21791367,8.58,2.51
0,2,18.21791367,6.84,2.36
0,2,18.21791367,0.86,1.06
0,2,18.21791367,8.27,2.02
0,2,18.21791367,4.71,1.8
0,2,18.21791367,4.9,1.9
0,2,18.21791367,317.94,4.48
0,2,18.21791367,0.86,1.09
1,2,5.26875,0.67,1.04
