hab_lbl,P. Radius (EU),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. Hab Zone Min (AU),S. Hab Zone Max (AU)
0,2.25,0.96,0.94,5747,0.864789,0.699,1.649
0,1.88,1.36,1.72,6161,3.824297,1.434,3.348
0,1.41,1.26,1.44,6370,3.063181,1.267,2.947
0,1.94,0.78,0.74,4919,0.287648,0.422,1.023
0,0.85,1.15,1.29,5732,1.611736,0.955,2.254
0,1.24,1.02,1.03,5733,1.028234,0.763,1.8
0,0.93,0.82,0.77,5046,0.344874,0.459,1.108
0,2.26,0.63,0.61,4098,0.094154,0.248,0.625
0,2.45,0.63,0.61,4098,0.094154,0.248,0.625
0,1.77,0.81,0.74,5078,0.326681,0.446,1.075
0,1.18,0.98,0.98,5753,0.943886,0.73,1.721
0,1.68,1.03,1.1,5840,1.262777,0.84,1.976
0,1.96,0.88,0.85,5479,0.584161,0.584,1.387
0,0.8,0.95,0.92,5697,0.799927,0.674,1.593
0,1.39,1.64,2.55,6481,10.292911,2.308,5.358
0,0.8,1.17,1.23,6138,1.926671,1.019,2.381
0,2.07,1.18,1.27,6195,2.131388,1.068,2.493
0,1.71,1.09,1.12,6026,1.484029,0.901,2.109
0,0.9,1.13,1.18,6126,1.759389,0.975,2.277
0,1.03,1.13,1.18,6126,1.759389,0.975,2.277
0,1.25,0.97,0.96,5735,0.894471,0.712,1.678
0,1.62,0.83,0.78,5044,0.353329,0.465,1.121
0,1.68,1.07,1.1,5964,1.373491,0.87,2.039
0,0.76,0.9,0.87,5416,0.584309,0.586,1.395
0,2.14,1.11,1.15,6060,1.600207,0.933,2.184
0,2,0.84,0.8,5261,0.439889,0.513,1.227
0,1.1,1.05,1.12,5892,1.356366,0.868,2.039
0,2.25,1.1,1.15,6010,1.548044,0.921,2.157
0,0.88,1.21,1.35,6170,2.369726,1.128,2.634
0,1.04,0.83,0.79,5160,0.396956,0.49,1.176
0,0.83,1.06,1.27,5880,1.729842,0.981,2.305
0,1.81,0.84,0.8,5196,0.418549,0.502,1.204
0,1.23,0.8,0.75,4951,0.303238,0.432,1.047
0,1.29,0.89,0.84,5267,0.487194,0.539,1.291
0,0.88,1.09,1.15,6019,1.557338,0.923,2.162
0,1,1.02,1.02,5839,1.085036,0.779,1.832
0,1.66,0.77,0.72,4770,0.240784,0.388,0.948
0,1.28,0.82,0.79,5187,0.40533,0.494,1.186
0,0.93,1.25,1.42,6335,2.913755,1.238,2.882
0,2.02,1.15,1.23,6194,1.997952,1.034,2.413
0,1.06,0.79,0.75,4939,0.300309,0.43,1.043
0,1.15,1.02,1.07,5838,1.193201,0.817,1.921
0,0.94,0.97,0.95,5718,0.865593,0.701,1.654
0,1.56,1.02,1.02,5831,1.079101,0.777,1.828
0,1.1,1.01,1.01,5793,1.030734,0.761,1.793
0,1.64,1.28,1.36,6184,2.426864,1.141,2.662
0,1.29,1.05,1.07,5902,1.246391,0.832,1.953
0,1.18,0.77,0.72,4796,0.246077,0.392,0.956
0,1.47,1.03,1.03,5806,1.081614,0.779,1.834
0,2.22,1.09,1.13,6031,1.515668,0.91,2.13
0,1.56,1.14,1.19,6097,1.755693,0.975,2.28
0,1.11,1.47,2.04,6291,5.848291,1.759,4.098
0,0.86,1.21,1.32,6356,2.551369,1.157,2.693
0,1.31,1.06,1.09,5972,1.355883,0.864,2.025
0,1.37,0.93,0.9,5557,0.693005,0.633,1.501
0,0.94,0.97,0.96,5530,0.773273,0.67,1.589
0,1.46,0.46,0.43,3578,0.027189,0.135,0.348
0,1.25,0.98,0.96,5698,0.87161,0.704,1.662
0,1.31,1,1,5802,1.016719,0.756,1.779
0,0.97,1.19,1.27,6289,2.263725,1.095,2.55
0,2.17,1.03,1.05,5810,1.127127,0.795,1.872
0,0.96,1.13,1.26,6150,2.037659,1.047,2.446
0,0.82,0.81,0.75,4865,0.282712,0.419,1.019
0,1.61,0.95,0.93,5774,0.862507,0.697,1.643
0,1.68,1.08,1.1,5979,1.387361,0.873,2.047
0,1.71,0.71,0.68,4524,0.173779,0.333,0.822
0,1.88,0.9,0.86,5448,0.584568,0.585,1.392
0,2.16,0.62,0.6,4075,0.089064,0.242,0.609
0,1.14,0.64,0.62,4231,0.110521,0.268,0.671
0,1.99,1.01,1.01,5866,1.083679,0.777,1.827
0,1.36,0.78,0.74,4828,0.266945,0.408,0.993
0,1.96,0.7,0.67,4422,0.153998,0.315,0.78
0,2.03,0.79,0.74,4919,0.287648,0.422,1.023
0,1.86,0.96,0.95,5679,0.842218,0.693,1.637
0,1.66,1.02,1.01,5828,1.055871,0.769,1.809
0,1,1.02,1.01,5828,1.055871,0.769,1.809
0,1.77,0.75,0.71,4726,0.225622,0.377,0.921
0,1.55,1.01,1.02,5884,1.118873,0.789,1.853
0,1.72,1.04,1.05,5893,1.192928,0.814,1.912
0,1.15,1.04,1.05,5893,1.192928,0.814,1.912
0,1.06,0.8,0.76,4961,0.313902,0.44,1.065
0,1.41,0.95,0.93,5660,0.796382,0.674,1.594
0,1.9,1.16,1.25,6159,2.017208,1.041,2.432
0,1.19,1.09,1.09,6046,1.424346,0.881,2.063
0,2.16,1.04,1.04,5870,1.15215,0.801,1.883
0,1.67,0.98,0.96,5663,0.850391,0.697,1.647
0,1.18,0.81,0.78,5100,0.369283,0.474,1.141
0,1.72,1.04,1.06,5904,1.224861,0.824,1.936
0,1.83,0.99,0.98,5796,0.972424,0.739,1.741
0,1.67,0.85,0.81,5156,0.416017,0.501,1.205
0,1.23,0.8,0.75,4908,0.29284,0.426,1.033
0,1.01,0.88,0.84,5381,0.530763,0.559,1.334
0,1.52,1.25,1.4,6337,2.835834,1.222,2.843
0,2.11,0.94,0.92,5730,0.818623,0.681,1.606
0,1.47,1.11,1.12,6087,1.545038,0.915,2.141
0,2.32,1.08,1.12,5965,1.424845,0.886,2.077
0,2.13,1.38,1.63,6541,4.363568,1.497,3.474
0,1.86,1.05,1.31,5820,1.766543,0.995,2.341
0,1.77,0.93,0.9,5655,0.743199,0.652,1.541
0,1.51,1,0.99,5728,0.946613,0.732,1.728
0,1.49,0.77,0.72,4712,0.229285,0.38,0.93
0,1.41,1.06,1.29,5863,1.764205,0.992,2.331
0,2.22,1.18,1.27,6182,2.113554,1.065,2.485
0,1.66,0.96,0.95,5675,0.839848,0.692,1.635
0,1.33,0.86,0.81,5256,0.449243,0.518,1.241
0,1.19,0.82,0.78,5097,0.368415,0.473,1.14
0,1.2,1,1,5845,1.047196,0.765,1.799
0,1.56,1.2,1.3,6229,2.282705,1.103,2.573
0,2.27,0.77,0.74,5069,0.324371,0.445,1.072
0,2.13,0.85,0.81,5393,0.497945,0.542,1.291
0,0.93,0.93,0.86,5686,0.693608,0.628,1.484
0,1.32,0.95,0.93,5676,0.805425,0.678,1.601
0,0.84,0.89,0.85,5410,0.555286,0.571,1.361
0,1.33,1.14,1.22,6158,1.920296,1.016,2.373
0,1.85,1,0.99,5780,0.981458,0.743,1.751
0,1.68,1.17,1.29,6064,2.018859,1.048,2.452
0,1.18,0.73,0.67,4372,0.14715,0.308,0.766
0,1.75,1.04,1.07,5904,1.248081,0.832,1.954
0,2.5,0.81,0.76,5042,0.33491,0.452,1.092
0,1.72,0.96,0.93,5706,0.822589,0.684,1.614
0,1.58,0.97,0.96,5708,0.877745,0.706,1.667
0,0.91,1.07,1.04,5748,1.059311,0.774,1.824
0,2.43,0.73,0.69,4601,0.191424,0.349,0.857
0,1.46,1.03,1.03,5857,1.120122,0.79,1.859
0,2.09,0.81,0.77,5048,0.345421,0.459,1.108
0,1.64,0.92,0.88,5477,0.62521,0.604,1.435
0,1.65,0.92,0.88,5477,0.62521,0.604,1.435
0,1.11,1.16,1.27,6260,2.222259,1.086,2.532
0,1.34,0.91,0.88,5559,0.663501,0.619,1.468
0,1.89,0.9,0.86,5442,0.581997,0.584,1.389
0,1.18,0.81,0.77,5079,0.353984,0.464,1.119
0,1.15,0.86,0.81,5282,0.458198,0.523,1.25
0,0.76,0.94,0.99,5564,0.842769,0.698,1.654
0,0.65,0.94,0.99,5564,0.842769,0.698,1.654
0,0.87,0.94,0.99,5564,0.842769,0.698,1.654
0,0.76,0.94,0.99,5564,0.842769,0.698,1.654
0,0.9,1.12,1.18,6078,1.704891,0.962,2.251
0,1.15,0.85,0.81,5288,0.460284,0.524,1.253
0,1.61,1.04,1.06,5866,1.19363,0.816,1.917
0,1.96,0.97,0.95,5608,0.800883,0.678,1.606
0,1.52,1.11,1.17,6099,1.699402,0.959,2.243
0,0.68,0.83,0.79,5101,0.37911,0.48,1.156
0,0.72,0.86,0.82,5316,0.48179,0.535,1.278
0,0.88,1.02,1.02,5815,1.067306,0.774,1.821
0,1.09,1.07,1.11,5957,1.392023,0.876,2.054
0,0.75,1,0.99,5765,0.971309,0.74,1.744
0,1.47,0.93,0.9,5528,0.678652,0.627,1.489
0,1.19,0.76,0.73,4940,0.284737,0.419,1.016
0,0.78,0.84,0.81,5254,0.44856,0.518,1.24
0,1.3,1.09,1.19,5956,1.598831,0.939,2.202
0,1.68,1.25,1.4,6319,2.803751,1.216,2.831
0,1.06,0.92,0.89,5550,0.674282,0.625,1.481
0,1.52,1.23,1.39,6297,2.725551,1.201,2.796
0,0.94,0.97,0.95,5618,0.806611,0.68,1.61
0,1.2,1.01,1,5808,1.020931,0.757,1.782
0,1.29,1.06,1.08,5892,1.261212,0.837,1.966
0,1.31,0.95,0.92,5667,0.78321,0.669,1.58
0,1.04,1.05,1.06,5876,1.20179,0.818,1.922
0,1.13,0.78,0.74,4862,0.274545,0.413,1.004
0,1.04,0.9,0.86,5545,0.627326,0.603,1.429
0,0.84,0.75,0.7,4584,0.194117,0.351,0.865
0,2.11,1.47,2.15,6228,6.239663,1.824,4.254
0,0.8,1.12,1.23,6022,1.785102,0.988,2.314
0,1.49,0.28,0.3,3208,0.008552,0.076,0.2
0,0.6,0.94,0.91,5645,0.754446,0.657,1.554
0,1.61,1.1,1.13,6069,1.55423,0.919,2.15
0,1.79,0.94,0.91,5538,0.698851,0.636,1.509
0,1.52,1.45,1.75,6681,5.47434,1.664,3.853
0,1.33,1.08,1.22,5933,1.654653,0.956,2.244
0,0.76,0.96,0.99,5817,1.006831,0.751,1.768
0,1.09,1.18,1.25,6166,2.026395,1.043,2.436
0,1.14,1.11,1.16,6053,1.620647,0.94,2.199
0,1.27,1.1,1.16,6082,1.65193,0.947,2.215
0,1.53,1.18,1.28,6213,2.190358,1.082,2.523
0,1.06,1.06,1.08,5946,1.308088,0.85,1.993
0,1.23,0.84,0.8,5203,0.420809,0.503,1.207
0,1.9,0.95,0.92,5706,0.804994,0.676,1.596
0,1.06,1.25,1.39,6377,2.866719,1.225,2.85
0,0.95,1.07,1.09,5940,1.327054,0.856,2.009
0,1.62,0.99,0.99,5767,0.972658,0.741,1.745
0,0.82,1.04,1.07,5869,1.218748,0.824,1.937
0,1.34,1.22,1.36,6296,2.607513,1.174,2.735
0,1.29,1.21,1.31,6241,2.335873,1.115,2.6
0,1.41,0.81,0.76,4976,0.317716,0.442,1.07
0,1.08,0.86,0.82,5280,0.468871,0.529,1.265
0,0.92,1.14,1.21,6116,1.837937,0.997,2.329
0,1.72,0.75,0.72,4992,0.288837,0.421,1.018
0,2.22,1.18,1.27,6132,2.046001,1.051,2.455
0,1.61,0.91,0.87,5383,0.570198,0.58,1.382
0,0.81,0.94,0.93,5605,0.765876,0.664,1.571
0,1.03,0.96,0.94,5643,0.80387,0.678,1.604
0,2.08,1.08,1.12,6005,1.46345,0.895,2.098
0,1.49,0.79,0.76,5121,0.356399,0.465,1.119
0,2.06,1.04,1.05,5865,1.170417,0.808,1.899
0,1.02,1.21,1.34,6266,2.483481,1.148,2.675
0,1.2,1.15,1.22,6167,1.931547,1.019,2.378
0,1.25,1.41,1.65,6620,4.691262,1.546,3.582
0,0.76,1,1,5852,1.052222,0.766,1.802
0,1.61,1.15,1.23,6157,1.950638,1.024,2.392
0,2.16,1.15,1.24,6158,1.983773,1.033,2.412
0,1.47,1.31,1.5,6436,3.463671,1.342,3.119
0,1.31,1,1,5772,0.995853,0.749,1.765
0,2.02,1.51,1.85,6826,6.666509,1.822,4.212
0,0.77,1.01,1.01,5776,1.018688,0.758,1.785
0,2.18,0.66,0.63,4736,0.17915,0.335,0.82
0,1.34,0.97,0.95,5679,0.842218,0.693,1.637
0,2.46,1.12,1.19,6137,1.802222,0.986,2.303
0,1.58,1.2,1.32,6256,2.394554,1.128,2.629
0,0.88,1.02,1.02,5789,1.048345,0.768,1.809
0,2.3,0.92,0.88,5508,0.639486,0.61,1.448
0,1.88,0.89,0.86,5499,0.606767,0.594,1.411
0,1.78,1.02,1.02,5812,1.065106,0.773,1.819
0,1.23,0.24,0.26,3299,0.007184,0.069,0.182
0,1.08,0.22,0.25,3240,0.006279,0.065,0.171
0,0.75,0.33,0.34,3410,0.014356,0.098,0.256
0,1.84,0.52,0.5,3713,0.043145,0.169,0.435
0,0.58,0.46,0.45,3584,0.029977,0.141,0.366
0,1.54,0.46,0.39,3828,0.029755,0.14,0.358
0,1.31,0.52,0.49,3644,0.037984,0.159,0.41
0,1.48,0.52,0.49,3644,0.037984,0.159,0.41
0,1.46,0.06,0.04,3840,0.000356,0.015,0.039
0,1.94,0.11,0.09,3840,0.001435,0.031,0.079
0,1.69,0.22,0.19,3840,0.007068,0.068,0.175
0,1.21,0.11,0.919305556,5367.012674,0.001518,0.65240157,1.545225242
0,1.16,0.08,0.919305556,5367.012674,0.000651,0.65240157,1.545225242
0,1.6,0.23,0.2,3840,0.007829,0.072,0.184
0,0.31,1.43,0.919305556,5367.012674,5.2,0.65240157,1.545225242
0,1.57,1.41,0.919305556,5367.012674,5.2,0.65240157,1.545225242
0,1.54,1.35,0.919305556,5367.012674,5.2,0.65240157,1.545225242
0,1.28,1.4,0.919305556,5367.012674,3.868795,0.65240157,1.545225242
0,1.28,0.78,0.79,5344,0.460153,0.522,1.246
0,1.45,0.78,0.79,5344,0.460153,0.522,1.246
0,1.5,0.78,0.79,5344,0.460153,0.522,1.246
0,1.79,0.78,0.79,5344,0.460153,0.522,1.246
0,1.23,0.78,0.79,5344,0.460153,0.522,1.246
0,1.25,0.78,0.79,5344,0.460153,0.522,1.246
0,1.94,0.25,0.919305556,5367.012674,0.009484,0.65240157,1.545225242
0,1.06,0.08,0.12,2550,0.000519,0.019,0.051
0,0.75,0.08,0.12,2550,0.000519,0.019,0.051
0,1.87,1.11,1.16,5400,1.026552,0.777,1.852
0,0.1,0.891070133,0.919305556,15900,0.981245888,0.65240157,1.545225242
0,2.03,0.69,0.69,4716,0.211292,0.365,0.892
0,1.26,0.25,0.32,3305,0.01101,0.086,0.225
0,1.86,0.25,0.32,3305,0.01101,0.086,0.225
0,0.96,0.13,0.17,3056,0.002209,0.039,0.102
0,1.04,0.13,0.17,3056,0.002209,0.039,0.102
0,1.09,0.13,0.17,3056,0.002209,0.039,0.102
1,1.83,0.4,0.23,3840,0.01038,0.083,0.212
1,1.4,0.33,0.35,3350,0.0137,0.096,0.251
1,1.4,0.33,0.35,3350,0.0137,0.096,0.251
1,1.92,0.27,0.39,3028,0.01132,0.087,0.232
1,1.85,0.42,0.4,3466,0.021133,0.119,0.309
1,1.82,0.77,0.65,4977,0.233304,0.379,0.917
1,1.64,0.28,0.29,3550,0.011984,0.089,0.232
1,1.41,0.69,0.63,4869,0.200138,0.353,0.857
1,2.18,0.68,0.62,4880,0.195593,0.348,0.846
1,1.75,0.45,0.43,3572,0.027,0.134,0.347
1,1.34,0.61,0.59,4402,0.117,0.274,0.681
1,1.4,0.54,0.51,3784,0.047845,0.178,0.456
1,1.12,0.36,0.35,3482,0.016156,0.104,0.27
1,1.43,0.15,0.19,3131,0.002983,0.045,0.118
1,1.12,0.12,0.14,3050,0.001544,0.032,0.086
1,0.92,0.08,0.12,2550,0.000519,0.019,0.051
2,1.89,0.43,0.34,3371,0.013018,0.093,0.244
2,1.77,0.43,0.34,3371,0.013018,0.093,0.244
2,1.42,0.29,0.29,3382,0.010077,0.082,0.215
2,1.98,0.35,0.3,3323,0.009624,0.08,0.21
2,1.54,0.33,0.35,3350,0.0137,0.096,0.251
2,1.69,0.45,0.45,3472,0.025935,0.132,0.342
2,1.28,0.16,0.12,3159,0.001265,0.029,0.077
2,1.96,0.74,0.66,4655,0.183509,0.341,0.836
2,2.24,0.41,0.39,3503,0.020548,0.117,0.304
2,1.4,0.41,0.4,3497,0.021468,0.12,0.311
2,2.35,0.97,0.98,5518,0.797227,0.68,1.615
2,2.15,0.64,0.62,4017,0.089801,0.243,0.614
2,1.61,0.69,0.63,4869,0.200138,0.353,0.857
2,1.81,0.62,0.57,4351,0.104471,0.26,0.646
2,1.48,0.45,0.43,3572,0.027,0.134,0.347
2,2.5,0.65,0.58,4465,0.119959,0.277,0.686
2,1.12,0.54,0.46,3748,0.037953,0.159,0.407
2,1.86,0.57,0.55,4134,0.079,0.227,0.571
2,2.33,0.74,0.7,4723,0.217,0.369,0.903
2,1.63,1.04,1.11,5757,1.214285,0.828,1.952
2,2.11,0.53,0.51,3722,0.044785,0.173,0.443
2,2.25,0.86,0.82,5321,0.483605,0.536,1.28
2,1.78,0.63,0.6,4092,0.09056,0.244,0.614
2,2.49,0.74,0.69,4540,0.181473,0.34,0.839
2,1.78,0.81,0.74,4886,0.280006,0.417,1.012
2,2.46,0.85,0.78,5202,0.399724,0.49,1.176
2,1.87,0.97,0.95,5710,0.860759,0.699,1.65
2,1.15,0.17,0.2,3192,0.003604,0.049,0.13
2,1.59,0.78,0.79,5344,0.460153,0.522,1.246
2,0.77,0.08,0.12,2550,0.000519,0.019,0.051
2,1.49,0.25,0.32,3305,0.01101,0.086,0.225
0,1.99,0.91,0.94,5196,0.581554,0.591,1.419
0,2.74,1.13,1.52,5830,2.394701,1.158,2.724
0,1.8,0.58,0.54,3810,0.055129,0.191,0.488
0,2.25,0.85,0.73,5170,0.341584,0.454,1.09
0,2.44,1.07,1.18,6290,1.955494,1.017,2.37
0,2.53,0.78,0.72,5089,0.308493,0.433,1.044
0,2.42,1.07,1.1,5757,1.192505,0.821,1.934
0,3.7,0.43,0.44,3410,0.023486,0.125,0.327
0,2.59,0.74,0.71,5010,0.287356,0.42,1.014
0,2,1,1.1,5722,1.163769,0.812,1.917
0,2,0.97,1.11,5383,0.924841,0.738,1.761
0,2.71,0.88,0.89,5194,0.517223,0.558,1.339
0,2.04,0.88,0.89,5194,0.517223,0.558,1.339
0,2.8,1.24,1.58,6225,3.363268,1.339,3.124
0,1.71,1.1,1.5,5915,2.471106,1.17,2.747
0,1.9,1.1,1.5,5915,2.471106,1.17,2.747
0,1.99,1.1,1.5,5915,2.471106,1.17,2.747
0,2.31,1.08,1.24,5793,1.561156,0.937,2.206
0,2.35,0.72,0.65,4613,0.170072,0.328,0.807
0,3.65,1.21,1.72,5871,3.138866,1.322,3.107
0,1.51,1.11,1.51,5825,2.364878,1.151,2.708
0,2.22,0.81,0.76,4809,0.277164,0.416,1.014
0,2.5,1,1.04,5858,1.142757,0.798,1.877
0,2.55,1,1.04,5858,1.142757,0.798,1.877
0,2.17,0.75,0.69,4725,0.21291,0.366,0.895
0,2.41,1.02,1.03,5685,0.994229,0.752,1.777
0,0.58,0.57,0.54,3871,0.058745,0.197,0.502
0,3.92,1.42,1.89,6144,4.552381,1.566,3.658
0,2.8,0.96,0.95,5812,0.923931,0.72,1.695
0,3.36,1.19,1.65,6306,3.862545,1.428,3.326
0,3.1,1.23,1.27,6562,2.683133,1.173,2.72
0,3.1,1.09,1.01,5876,1.091088,0.779,1.831
0,2.15,1.08,1,5990,1.155041,0.796,1.866
0,2.43,0.78,1.03,5445,0.836673,0.7,1.665
0,2.8,1.03,1.33,6215,2.367869,1.125,2.623
0,3.47,0.81,1.04,5384,0.815411,0.693,1.653
0,2.51,0.18,0.21,3157,0.00393,0.051,0.136
0,2.36,1.03,1.07,5687,1.066442,0.779,1.84
0,1.06,0.63,0.57,4433,0.114158,0.271,0.671
0,2.02,0.52,0.49,3644,0.037984,0.159,0.41
0,1.8,0.65,0.58,4258,0.099213,0.254,0.634
0,1.9,0.65,0.58,4258,0.099213,0.254,0.634
0,4.48,1.4,0.919305556,5367.012674,0.4,0.65240157,1.545225242
0,1.09,0.08,0.12,2550,0.000519,0.019,0.051
1,1.04,0.08,0.12,2550,0.000519,0.019,0.051
