hab_lbl,P. Radius (EU),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. Hab Zone Min (AU),S. Hab Zone Max (AU)
0,2.3,0.74,0.68,5018,0.263045,0.401,0.97
0,1.97,0.74,0.68,5018,0.263045,0.401,0.97
0,1.2,0.52,0.48,3682,0.037993,0.159,0.409
0,1.84,0.52,0.48,3682,0.037993,0.159,0.409
0,1.55,0.86,0.8,5571,0.553098,0.565,1.339
0,2.27,0.86,0.8,5571,0.553098,0.565,1.339
0,1.22,0.86,0.8,5571,0.553098,0.565,1.339
0,1.52,1.11,1.01,6043,1.220515,0.816,1.91
0,2.2,0.81,0.73,5120,0.328561,0.446,1.074
0,2.04,0.87,0.82,5588,0.588225,0.582,1.379
0,1.72,0.58,0.49,3767,0.043378,0.17,0.435
0,1.93,0.58,0.49,3767,0.043378,0.17,0.435
0,2.43,0.85,0.76,5360,0.427736,0.503,1.2
0,2.23,0.59,0.55,4255,0.088964,0.24,0.601
0,1.28,0.59,0.55,4255,0.088964,0.24,0.601
0,2.05,0.59,0.55,4255,0.088964,0.24,0.601
0,2.22,0.59,0.55,4255,0.088964,0.24,0.601
0,1.57,0.56,0.51,3750,0.046148,0.175,0.449
0,1.99,0.56,0.51,3750,0.046148,0.175,0.449
0,1.41,0.7,0.72,4861,0.259691,0.402,0.977
0,2.08,0.7,0.72,4861,0.259691,0.402,0.977
0,1.72,1.43,0.9,5614,0.721879,0.644,1.524
0,2.39,1.43,0.9,5614,0.721879,0.644,1.524
0,2,1.43,0.9,5614,0.721879,0.644,1.524
0,2.33,0.74,0.76,4914,0.302174,0.432,1.049
0,1.37,0.86,0.74,4985,0.303399,0.432,1.044
0,2.2,0.86,0.74,4985,0.303399,0.432,1.044
0,2.33,0.69,0.67,4699,0.196364,0.352,0.861
0,1.99,0.82,0.85,5020,0.411664,0.502,1.213
0,2.45,0.89,0.84,5228,0.472923,0.533,1.276
0,1.99,0.89,0.84,5228,0.472923,0.533,1.276
0,2.05,0.92,0.8,5554,0.546378,0.562,1.333
0,2.31,0.91,0.8,5554,0.546378,0.562,1.333
0,2.17,0.8,0.8,5100,0.388464,0.486,1.17
0,1.75,0.8,0.8,5100,0.388464,0.486,1.17
0,2.34,0.86,0.83,5206,0.454007,0.522,1.253
0,1.5,0.86,0.83,5206,0.454007,0.522,1.253
0,1.64,0.88,0.79,5094,0.377988,0.479,1.155
0,1.09,0.52,0.48,3568,0.033502,0.15,0.387
0,1.51,0.51,0.48,3568,0.033502,0.15,0.387
0,1.57,0.52,0.48,3568,0.033502,0.15,0.387
0,1.13,0.8,0.81,5160,0.41731,0.502,1.206
0,2.27,0.8,0.81,5160,0.41731,0.502,1.206
0,2.17,0.8,0.81,5160,0.41731,0.502,1.206
0,1.33,0.91,0.89,5526,0.662694,0.62,1.471
0,1.23,0.52,0.55,4208,0.085098,0.235,0.59
0,2.15,0.52,0.55,4208,0.085098,0.235,0.59
0,1.62,0.91,0.79,5208,0.411934,0.498,1.193
0,2.15,1,0.91,5957,0.935585,0.718,1.684
0,2.5,1.02,0.91,5957,0.935585,0.718,1.684
0,1.55,0.97,0.93,5573,0.748535,0.657,1.557
0,1.32,0.97,0.93,5573,0.748535,0.657,1.557
0,1.59,1.02,1.3,5551,1.439665,0.913,2.164
0,2.15,1.02,1.3,5551,1.439665,0.913,2.164
0,2.48,1.02,1.3,5551,1.439665,0.913,2.164
0,2.35,1.02,1.3,5551,1.439665,0.913,2.164
0,2,0.88,0.86,5250,0.504109,0.549,1.315
0,1.74,0.88,0.86,5250,0.504109,0.549,1.315
0,2.17,0.87,0.79,5098,0.378219,0.479,1.155
0,1.99,0.87,0.79,5098,0.378219,0.479,1.155
0,1.36,0.99,0.88,5841,0.808731,0.672,1.581
0,1.64,0.98,0.88,5841,0.808731,0.672,1.581
0,2.46,0.84,0.79,5265,0.430266,0.507,1.213
0,1.86,1.03,1.1,5835,1.258458,0.839,1.974
0,2.49,1.03,1.1,5835,1.258458,0.839,1.974
0,2.48,0.99,1.03,5885,1.141695,0.797,1.872
0,1.98,0.56,0.56,4258,0.092489,0.245,0.612
0,2.13,0.56,0.56,4258,0.092489,0.245,0.612
0,2.27,0.56,0.56,4258,0.092489,0.245,0.612
0,2.46,0.98,0.96,5847,0.966417,0.735,1.728
0,1.69,0.98,0.96,5847,0.966417,0.735,1.728
0,2,1.24,1.46,6067,2.591145,1.187,2.777
0,1.77,1.22,1.46,6067,2.591145,1.187,2.777
0,0.88,0.86,0.88,5524,0.646949,0.613,1.454
0,1,0.87,0.88,5524,0.646949,0.613,1.454
0,0.66,0.891070133,0.88,5524,0.646949,0.613,1.454
0,1.43,0.79,0.93,5297,0.610908,0.603,1.442
0,1.79,0.79,0.93,5297,0.610908,0.603,1.442
0,2.25,0.79,0.93,5297,0.610908,0.603,1.442
0,1.5,0.78,0.81,5626,0.589738,0.582,1.376
0,1.98,0.81,0.81,5626,0.589738,0.582,1.376
0,1.53,1.02,1.01,6023,1.204437,0.811,1.9
0,1.84,1.03,1.01,6023,1.204437,0.811,1.9
0,2.34,1.24,1.38,6165,2.4682,1.152,2.689
0,2.92,1.19,1.65,6306,3.862545,1.428,3.326
0,1.44,0.91,0.89,5744,0.77362,0.661,1.56
0,2,0.91,0.89,5744,0.77362,0.661,1.56
0,1.01,1.09,1.01,5876,1.091088,0.779,1.831
0,1.2,1.09,1.01,5876,1.091088,0.779,1.831
0,2.46,1.09,1.01,5876,1.091088,0.779,1.831
0,2.13,0.61,0.57,4351,0.104471,0.26,0.646
0,2.24,0.93,0.81,5615,0.585139,0.58,1.372
0,1.34,0.85,0.81,5411,0.504626,0.545,1.297
0,1.12,0.85,0.81,5411,0.504626,0.545,1.297
0,1.24,0.81,0.86,5580,0.643315,0.609,1.443
0,1.37,0.82,0.86,5580,0.643315,0.609,1.443
0,1.33,0.87,0.86,5580,0.643315,0.609,1.443
0,1.77,0.85,0.86,5580,0.643315,0.609,1.443
0,2.33,0.98,1.03,5806,1.081614,0.779,1.834
0,1.67,0.89,1.09,5918,1.307503,0.851,1.998
0,2.25,0.83,0.74,5147,0.344802,0.457,1.098
0,2.16,1.03,1.02,6002,1.211362,0.815,1.909
0,1.88,1.03,1.02,6002,1.211362,0.815,1.909
0,1.32,0.88,0.83,5299,0.487328,0.539,1.288
0,1.47,0.88,0.83,5299,0.487328,0.539,1.288
0,2.23,0.88,0.83,5299,0.487328,0.539,1.288
0,2.35,0.88,0.83,5299,0.487328,0.539,1.288
0,1.77,1.08,0.98,5913,1.053352,0.764,1.794
0,1.22,0.81,0.9,5603,0.716238,0.642,1.519
0,1.16,0.82,0.9,5603,0.716238,0.642,1.519
0,1.36,0.82,0.9,5603,0.716238,0.642,1.519
0,0.94,0.6,0.56,4249,0.091709,0.244,0.61
0,2.15,0.62,0.56,4249,0.091709,0.244,0.61
0,2.27,0.62,0.56,4249,0.091709,0.244,0.61
0,1.96,0.65,0.58,4465,0.119959,0.277,0.686
0,1.93,0.65,0.58,4465,0.119959,0.277,0.686
0,1.32,0.97,1.03,5617,0.947506,0.738,1.745
0,1.86,0.97,1.03,5617,0.947506,0.738,1.745
0,1.87,0.97,1.03,5617,0.947506,0.738,1.745
0,1.67,0.94,0.9,5986,0.933086,0.716,1.678
0,2.25,0.94,0.9,5986,0.933086,0.716,1.678
0,1.34,0.91,0.9,5815,0.830948,0.683,1.607
0,1.34,0.91,0.9,5815,0.830948,0.683,1.607
0,1.75,0.91,0.9,5815,0.830948,0.683,1.607
0,0.88,0.59,0.48,3944,0.050017,0.182,0.461
0,1.14,0.59,0.48,3944,0.050017,0.182,0.461
0,2.17,0.8,0.69,4731,0.213993,0.367,0.897
0,1.2,0.8,0.69,4731,0.213993,0.367,0.897
0,1.52,0.82,0.72,4954,0.280142,0.415,1.006
0,2.35,0.82,0.72,4954,0.280142,0.415,1.006
0,2.46,0.82,0.72,4954,0.280142,0.415,1.006
0,2.27,0.82,0.72,4954,0.280142,0.415,1.006
0,2.12,1.04,0.94,5895,0.957372,0.729,1.713
0,2.16,1.05,0.94,5895,0.957372,0.729,1.713
0,1.56,0.78,0.72,4713,0.22948,0.38,0.93
0,1.19,0.85,0.88,5797,0.784636,0.664,1.564
0,2.46,0.85,0.88,5797,0.784636,0.664,1.564
0,1.7,1.06,1.19,5905,1.544768,0.926,2.174
0,1.43,1.06,1.19,5905,1.544768,0.926,2.174
0,1.29,1.23,1.47,6115,2.710881,1.211,2.829
0,0.83,1.02,0.95,5378,0.677361,0.632,1.507
0,1.06,0.53,0.52,4204,0.075779,0.222,0.557
0,1.15,0.53,0.52,4204,0.075779,0.222,0.557
0,2.08,0.95,0.94,5497,0.72385,0.649,1.542
0,1.71,0.95,0.94,5497,0.72385,0.649,1.542
0,1.62,1.29,0.9,5526,0.67767,0.627,1.488
0,2.28,1.29,0.9,5526,0.67767,0.627,1.488
0,1.14,1.17,1.11,6435,1.895527,0.993,2.307
0,1.37,1.19,1.11,6435,1.895527,0.993,2.307
0,1.77,1.01,1.19,5740,1.379213,0.883,2.083
0,2.32,1.01,1.19,5740,1.379213,0.883,2.083
0,1.01,0.91,0.89,5388,0.598936,0.594,1.416
0,1.67,0.91,0.89,5388,0.598936,0.594,1.416
0,1.43,1.09,1.18,5987,1.605059,0.939,2.2
0,1.62,1.09,1.18,5987,1.605059,0.939,2.2
0,1.14,0.86,0.84,5194,0.46074,0.527,1.264
0,1.52,0.98,0.8,5105,0.389989,0.487,1.172
0,1.4,0.98,0.8,5105,0.389989,0.487,1.172
0,1.21,0.98,0.8,5105,0.389989,0.487,1.172
0,1.11,0.55,0.49,3799,0.04487,0.172,0.441
0,1.03,0.55,0.49,3799,0.04487,0.172,0.441
0,1.72,0.55,0.49,3799,0.04487,0.172,0.441
0,2.31,0.98,0.97,5314,0.673162,0.632,1.511
0,1.4,0.53,0.52,4257,0.079673,0.227,0.569
0,1.93,0.53,0.52,4257,0.079673,0.227,0.569
0,1.34,0.78,0.72,5117,0.318872,0.44,1.058
0,1.95,0.78,0.72,5117,0.318872,0.44,1.058
0,1.81,0.51,0.49,4347,0.07692,0.223,0.555
0,1.84,0.51,0.49,4347,0.07692,0.223,0.555
0,1.64,0.51,0.49,4347,0.07692,0.223,0.555
0,1.16,0.8,0.72,4955,0.280369,0.416,1.007
0,1.09,0.8,0.72,4955,0.280369,0.416,1.007
0,1.18,0.8,0.72,4955,0.280369,0.416,1.007
0,1.32,0.54,0.53,4259,0.082922,0.232,0.58
0,1.11,0.54,0.53,4259,0.082922,0.232,0.58
0,1.12,1,1.07,5828,1.185047,0.814,1.916
0,1.43,1,1.07,5828,1.185047,0.814,1.916
0,1.41,1,1.07,5828,1.185047,0.814,1.916
0,1.02,0.89,1.3,5867,1.796557,1,2.352
0,2.09,0.89,1.3,5867,1.796557,1,2.352
0,2.36,0.89,1.3,5867,1.796557,1,2.352
0,1.53,0.96,1.76,5684,2.900891,1.285,3.036
0,2.05,0.96,1.76,5684,2.900891,1.285,3.036
0,2.58,1.1,1.74,5923,3.343146,1.36,3.193
0,2.48,1.1,1.74,5923,3.343146,1.36,3.193
0,1.59,1.1,1.74,5923,3.343146,1.36,3.193
0,1.42,0.84,0.8,5631,0.577314,0.575,1.361
0,1.15,0.84,0.8,5631,0.577314,0.575,1.361
0,1.16,0.84,0.8,5631,0.577314,0.575,1.361
0,1.18,0.94,1.02,6012,1.219456,0.817,1.914
0,1.7,0.94,1.02,6012,1.219456,0.817,1.914
0,1.85,0.94,1.02,6012,1.219456,0.817,1.914
0,1.99,0.94,1.02,6012,1.219456,0.817,1.914
0,2.25,1.13,1.47,6175,2.818853,1.23,2.871
0,1.96,1.13,1.47,6175,2.818853,1.23,2.871
0,2.49,1.13,1.47,6175,2.818853,1.23,2.871
0,0.88,1.13,1.47,6175,2.818853,1.23,2.871
0,2.41,1.04,1.43,5807,2.086264,1.082,2.547
0,2.02,1.04,1.43,5807,2.086264,1.082,2.547
0,0.74,0.59,0.62,4504,0.141928,0.301,0.744
0,1.2,0.59,0.62,4504,0.141928,0.301,0.744
0,1.97,1.04,1,6088,1.232504,0.818,1.912
0,1.75,1.04,1,6088,1.232504,0.818,1.912
0,1.52,1.15,1.36,6177,2.415896,1.138,2.658
0,1.33,1.15,1.36,6177,2.415896,1.138,2.658
0,1.9,0.97,0.93,5956,0.976505,0.734,1.721
0,1.96,0.97,0.93,5956,0.976505,0.734,1.721
0,1.85,1.03,1.33,6215,2.367869,1.125,2.623
0,0.86,0.79,0.78,5212,0.402807,0.492,1.18
0,1.24,0.79,0.78,5212,0.402807,0.492,1.18
0,0.88,0.54,0.5,3903,0.05205,0.185,0.472
0,1.38,0.54,0.5,3903,0.05205,0.185,0.472
0,1.84,0.65,0.67,4648,0.187977,0.345,0.846
0,1.31,0.65,0.67,4648,0.187977,0.345,0.846
0,1.24,0.65,0.67,4648,0.187977,0.345,0.846
0,1.46,1.05,1.07,6184,1.502226,0.897,2.094
0,1.57,0.97,1.33,6133,2.245355,1.101,2.571
0,1.8,0.97,1.33,6133,2.245355,1.101,2.571
0,1.84,0.78,0.83,5036,0.397547,0.493,1.19
0,1.65,0.95,1.06,6053,1.353269,0.859,2.009
0,2.09,0.95,1.06,6053,1.353269,0.859,2.009
0,1.44,1.07,1.34,6169,2.333235,1.119,2.613
0,0.88,0.77,0.72,5788,0.521998,0.542,1.276
0,1.44,0.77,0.72,5788,0.521998,0.542,1.276
0,1.15,1.23,1.49,5593,1.949134,1.059,2.509
0,1.69,1.23,1.49,5593,1.949134,1.059,2.509
0,2.05,1.23,1.49,5593,1.949134,1.059,2.509
0,1.55,1.2,1.28,6108,2.046001,1.052,2.459
0,2.15,1.2,1.28,6108,2.046001,1.052,2.459
0,2.04,0.99,1.05,6012,1.292244,0.841,1.97
0,1.64,0.99,1.05,6012,1.292244,0.841,1.97
0,1.46,1.05,1.05,6209,1.470128,0.886,2.068
0,1.79,1.05,1.05,6209,1.470128,0.886,2.068
0,1.3,0.75,0.69,4710,0.210219,0.364,0.89
0,1.2,0.75,0.69,4710,0.210219,0.364,0.89
0,1.13,0.54,0.47,3591,0.032957,0.148,0.383
0,1.41,0.54,0.47,3591,0.032957,0.148,0.383
0,1.59,0.94,0.9,5852,0.852299,0.69,1.622
0,1.9,0.94,0.9,5852,0.852299,0.69,1.622
0,1.89,0.94,0.99,5666,0.906289,0.719,1.7
0,1.78,0.94,0.99,5666,0.906289,0.719,1.7
0,1.36,1.15,1.14,6509,2.092939,1.039,2.411
0,2.08,1.15,1.14,6509,2.092939,1.039,2.411
0,1.69,1.15,1.14,6509,2.092939,1.039,2.411
0,1.36,0.87,0.84,5787,0.710006,0.632,1.489
0,1.24,0.87,0.84,5787,0.710006,0.632,1.489
0,1.03,0.84,0.91,5977,0.948212,0.722,1.693
0,1.1,0.84,0.91,5977,0.948212,0.722,1.693
0,1.31,0.84,0.91,5977,0.948212,0.722,1.693
0,1.44,0.89,0.84,5826,0.72934,0.639,1.504
0,1.06,1.05,1.18,5900,1.513777,0.917,2.153
0,1.79,1.05,1.18,5900,1.513777,0.917,2.153
0,1.39,0.88,1.22,5949,1.672574,0.961,2.253
0,2.06,0.88,1.22,5949,1.672574,0.961,2.253
0,0.75,0.96,0.67,4661,0.190088,0.347,0.85
0,0.69,0.96,0.67,4661,0.190088,0.347,0.85
0,1.66,1.08,1.31,6054,2.068246,1.061,2.484
0,2.28,1.08,1.31,6054,2.068246,1.061,2.484
0,1.19,1.05,1.22,6045,1.783179,0.986,2.308
0,1.27,1.05,1.22,6045,1.783179,0.986,2.308
0,0.99,1.34,1.57,6152,3.167776,1.306,3.049
0,1.12,1.34,1.57,6152,3.167776,1.306,3.049
0,1.32,0.8,0.94,5600,0.779646,0.67,1.586
0,1.59,0.8,0.94,5600,0.779646,0.67,1.586
0,1.32,0.67,0.67,4710,0.198209,0.353,0.864
0,1.24,0.67,0.67,4710,0.198209,0.353,0.864
0,1.12,0.76,0.88,5577,0.672137,0.623,1.475
0,1.13,0.76,0.88,5577,0.672137,0.623,1.475
0,1.39,0.74,0.77,5178,0.382401,0.48,1.153
0,1.58,0.74,0.77,5178,0.382401,0.48,1.153
0,1.03,1.03,1.05,5774,1.09945,0.787,1.855
0,0.88,1.03,1.05,5774,1.09945,0.787,1.855
0,0.81,0.59,0.59,4498,0.127841,0.286,0.707
0,0.86,0.59,0.59,4498,0.127841,0.286,0.707
0,1.51,0.78,0.79,5376,0.467715,0.525,1.253
0,1.46,0.78,0.79,5376,0.467715,0.525,1.253
0,0.82,0.67,0.78,5166,0.388774,0.484,1.164
0,0.78,0.67,0.78,5166,0.388774,0.484,1.164
0,1,1.13,1.13,5938,1.42432,0.887,2.081
0,1.1,1.13,1.13,5938,1.42432,0.887,2.081
0,1.29,1.32,1.38,6189,2.506859,1.159,2.705
0,1.33,1.32,1.38,6189,2.506859,1.159,2.705
0,1.6,1.11,1.13,6402,1.924463,1.002,2.331
0,1.66,1.11,1.13,6402,1.924463,1.002,2.331
0,1.03,0.53,0.56,4262,0.092837,0.246,0.613
0,1.32,0.53,0.56,4262,0.092837,0.246,0.613
0,2.45,0.81,0.77,5307,0.421956,0.501,1.197
0,0.93,0.68,0.61,4493,0.136049,0.295,0.729
0,1.01,0.67,0.61,4493,0.136049,0.295,0.729
0,0.88,0.891070133,0.61,4493,0.136049,0.295,0.729
0,0.96,0.7,0.68,5502,0.380181,0.47,1.117
0,1.43,0.7,0.68,5502,0.380181,0.47,1.117
0,1.89,0.7,0.68,5502,0.380181,0.47,1.117
0,1.65,1.08,1.15,5886,1.424185,0.89,2.09
0,1.49,1.07,1.15,5886,1.424185,0.89,2.09
0,1.71,1.17,1.33,6117,2.222016,1.096,2.561
0,2.15,1.16,1.33,6117,2.222016,1.096,2.561
0,2.27,0.891070133,1.33,6117,2.222016,1.096,2.561
0,1.22,1.09,1.26,6090,1.959296,1.031,2.41
0,1.56,1.12,1.26,6090,1.959296,1.031,2.41
0,1.38,1.1,1.26,6090,1.959296,1.031,2.41
0,1.46,1.12,1.26,6090,1.959296,1.031,2.41
0,1.25,1.19,1.33,6090,2.183043,1.088,2.544
0,1.75,1.19,1.33,6090,2.183043,1.088,2.544
0,1.42,0.891070133,1.33,6090,2.183043,1.088,2.544
0,1.27,1.01,0.88,5654,0.710033,0.637,1.506
0,1.71,1.01,0.88,5654,0.710033,0.637,1.506
0,2.08,1.02,0.89,5818,0.814263,0.676,1.59
0,1.43,1.07,1.07,5538,0.966205,0.748,1.775
0,1.88,0.83,0.79,4974,0.342742,0.459,1.111
0,0.76,1.07,1.09,6004,1.390266,0.873,2.045
0,0.67,1.07,1.09,6004,1.390266,0.873,2.045
0,1.11,1.07,1.09,6004,1.390266,0.873,2.045
0,2.33,0.73,0.7,4651,0.205718,0.361,0.885
0,2.14,0.71,0.67,4551,0.173,0.332,0.818
0,2.24,0.88,0.86,5431,0.581,0.584,1.389
0,1.64,0.57,0.53,4340,0.089,0.24,0.597
0,0.38,0.76,0.75,5046,0.328938,0.448,1.082
0,0.49,0.76,0.75,5046,0.328938,0.448,1.082
0,0.53,0.76,0.75,5046,0.328938,0.448,1.082
0,0.53,0.76,0.75,5046,0.328938,0.448,1.082
0,0.68,0.76,0.75,5046,0.328938,0.448,1.082
0,1.58,0.18,0.21,3157,0.00393,0.051,0.136
0,1.25,0.18,0.21,3157,0.00393,0.051,0.136
0,1.5,0.22,0.24,3359,0.006579,0.066,0.174
0,1.1,0.22,0.24,3359,0.006579,0.066,0.174
0,1.34,0.22,0.24,3359,0.006579,0.066,0.174
0,2.05,0.97,1.47,5552,1.834628,1.03,2.443
0,0.84,1.35,1.57,6152,3.167776,1.306,3.049
0,2.35,1.04,1.26,6474,2.502199,1.138,2.643
0,2.35,1.04,1.26,6474,2.502199,1.138,2.643
0,1.25,1.04,1.05,5927,1.220698,0.822,1.929
0,2.25,1.05,1.37,5809,1.917505,1.037,2.442
0,2.49,0.86,0.79,5009,0.352491,0.465,1.123
0,2.07,0.87,0.79,5240,0.422152,0.503,1.205
0,2.12,0.86,0.81,5247,0.446174,0.517,1.238
0,2.5,1.01,1.09,5802,1.207964,0.824,1.939
0,2.36,0.75,0.72,4871,0.261835,0.403,0.98
0,2.27,0.96,0.87,5668,0.700887,0.632,1.494
0,2.32,0.86,0.82,5293,0.473506,0.531,1.27
0,2.17,0.87,0.83,5312,0.492128,0.541,1.292
0,1.59,0.33,0.33,3519,0.014983,0.1,0.259
0,1.3,1.16,1.32,6113,2.183008,1.086,2.539
0,1.64,1.16,1.25,6025,1.847303,1.005,2.353
0,2.49,1.1,1.2,6060,1.74238,0.974,2.279
0,2.46,0.91,1.41,5746,1.944422,1.048,2.472
0,2.2,1.02,1.06,5849,1.179853,0.812,1.909
0,1.71,1.28,1.44,6106,2.586081,1.183,2.765
0,1.46,0.9,0.83,5293,0.485125,0.537,1.285
0,2.11,0.96,0.88,5842,0.809285,0.673,1.582
0,2.09,0.89,0.8,5260,0.439555,0.513,1.227
0,1.66,1.1,1.09,6112,1.487566,0.897,2.096
0,1.06,1.1,1.09,6112,1.487566,0.897,2.096
0,1.96,0.93,0.86,5515,0.613859,0.597,1.418
0,1.9,1.09,1.1,6014,1.420133,0.882,2.065
0,0.96,1.09,1.1,6014,1.420133,0.882,2.065
0,1.99,1.15,1.14,5894,1.407149,0.884,2.077
0,2.08,1.01,1.06,5807,1.146328,0.802,1.888
0,1.86,1.07,1.14,6087,1.60071,0.932,2.179
0,1.99,1.07,1.14,6087,1.60071,0.932,2.179
0,2.24,1.05,0.98,5884,1.032839,0.758,1.781
0,2.36,1.18,1.27,6123,2.034015,1.048,2.449
0,1.41,1.07,0.99,5763,0.969962,0.74,1.744
0,2.26,0.96,0.9,5650,0.740574,0.651,1.539
0,1.35,1.05,0.95,5820,0.929028,0.722,1.698
0,1.57,0.93,0.9,5526,0.67767,0.627,1.488
0,2.5,0.7,0.67,4671,0.191725,0.348,0.853
0,2.12,1.16,1.22,6206,1.980872,1.029,2.401
0,2.24,1,0.98,5740,0.935383,0.727,1.716
0,2.36,0.85,0.81,5242,0.444476,0.516,1.236
0,1.71,0.34,0.33,3556,0.015623,0.102,0.264
0,2.15,0.83,0.79,5132,0.38841,0.485,1.167
0,2.25,0.84,0.79,5148,0.393277,0.488,1.172
0,2.26,0.55,0.53,3768,0.050803,0.184,0.47
0,2.45,0.93,0.9,5496,0.663074,0.621,1.476
0,2.39,0.95,0.91,5612,0.736959,0.651,1.54
0,2.39,0.97,0.95,5710,0.860759,0.699,1.65
0,1.99,0.87,0.83,5334,0.500332,0.545,1.301
0,1.99,0.99,0.96,5636,0.834289,0.691,1.635
0,2.27,0.94,0.91,5523,0.69131,0.633,1.503
0,2.23,0.92,0.89,5549,0.673797,0.624,1.481
0,2.27,0.88,0.83,5296,0.486226,0.538,1.286
0,2.39,1.04,1.04,5913,1.186283,0.811,1.904
0,2.17,0.91,0.87,5485,0.61466,0.599,1.422
0,2.36,0.97,0.95,5683,0.844593,0.694,1.638
0,1.5,0.87,0.86,5307,0.52636,0.559,1.337
0,1.9,0.85,0.79,5160,0.396956,0.49,1.176
0,2.08,1.08,1.13,6062,1.547071,0.917,2.147
0,1.32,1.01,1.01,5808,1.041452,0.764,1.8
0,1.43,0.91,0.88,5462,0.618389,0.601,1.43
0,0.86,0.91,0.88,5462,0.618389,0.601,1.43
0,0.87,0.84,0.8,5196,0.418549,0.502,1.204
0,1.65,1.01,1.01,5761,1.008148,0.754,1.778
0,2.28,0.98,0.96,5723,0.887008,0.709,1.673
0,2.39,0.85,0.81,5268,0.45336,0.52,1.245
0,1.74,0.73,0.69,4655,0.20057,0.356,0.874
0,2.43,0.98,0.97,5753,0.924721,0.723,1.704
0,1.32,0.51,0.48,3712,0.039247,0.162,0.415
0,1.69,1.09,1.11,5980,1.413645,0.881,2.066
0,2.3,0.72,0.68,4521,0.173319,0.333,0.821
0,2.13,0.64,0.61,4201,0.103982,0.26,0.652
0,2.31,1.1,1.18,6117,1.749073,0.972,2.272
0,1.99,1.04,0.96,5789,0.928638,0.723,1.702
0,1.05,1.04,0.96,5789,0.928638,0.723,1.702
0,2.28,1.01,1.05,5813,1.129457,0.796,1.873
0,1.38,0.93,0.84,5444,0.556059,0.571,1.358
0,2.21,0.91,0.84,5322,0.507865,0.549,1.312
0,1.62,1.02,1.15,5899,1.436809,0.893,2.097
0,1.89,1.03,1.24,6075,1.878963,1.01,2.363
0,1.83,0.88,0.93,5382,0.651074,0.62,1.477
0,2.37,1.14,1.29,5896,1.804261,1.001,2.351
0,1.85,1.02,1.13,5713,1.220404,0.832,1.964
0,2.09,1.13,1.21,6170,1.903712,1.011,2.36
0,1.99,0.93,0.91,5634,0.748583,0.655,1.549
0,1.16,1.03,1.07,6020,1.349098,0.859,2.012
0,2.26,0.97,0.94,5871,0.941876,0.724,1.702
0,2.36,0.92,0.87,5522,0.631414,0.605,1.437
0,2.49,0.97,0.88,5490,0.631167,0.606,1.441
0,1.95,1.02,1.19,5665,1.308529,0.864,2.043
0,0.78,1.02,1.19,5665,1.308529,0.864,2.043
0,2.07,1.04,1.11,5865,1.308,0.854,2.007
0,1.62,0.63,0.6,4103,0.091537,0.245,0.616
0,2.5,0.79,0.74,4870,0.276356,0.414,1.007
0,2.17,0.79,0.74,4897,0.282536,0.418,1.016
0,2.4,1.03,1.05,5887,1.188077,0.813,1.909
0,2.5,0.95,0.92,5627,0.76133,0.661,1.563
0,1.69,0.6,0.57,4192,0.090017,0.242,0.607
0,2.44,0.79,0.75,4945,0.301771,0.431,1.045
0,2.42,1.08,1.11,5890,1.330445,0.86,2.02
0,1.97,0.96,0.95,5703,0.856546,0.698,1.647
0,2.08,0.53,0.5,3715,0.042723,0.169,0.433
0,1.33,0.8,0.76,5099,0.350314,0.461,1.111
0,1.88,0.94,0.91,5611,0.736434,0.65,1.54
0,2.48,0.98,0.99,5785,0.984858,0.744,1.754
0,2.42,0.88,0.85,5485,0.586724,0.585,1.39
0,2.17,0.49,0.46,3631,0.033,0.148,0.382
0,1.27,0.49,0.46,3631,0.033,0.148,0.382
0,1.96,0.51,0.48,3813,0.043696,0.17,0.435
0,2.5,0.86,0.82,5327,0.48579,0.537,1.282
0,1.21,0.94,0.85,5486,0.587153,0.585,1.39
0,1.62,0.94,0.93,5594,0.759881,0.661,1.566
0,2.16,1.04,1.04,5849,1.135751,0.796,1.873
0,1.11,0.91,0.93,5418,0.66867,0.627,1.492
0,1.62,1.15,1.23,6160,1.954443,1.025,2.394
0,2.45,0.87,0.84,5387,0.533134,0.561,1.336
0,1.9,0.68,0.65,4346,0.135231,0.296,0.736
0,2,1.06,1.08,5935,1.298435,0.847,1.988
0,1.76,0.82,0.77,5043,0.344054,0.458,1.107
0,1.25,0.82,0.77,5043,0.344054,0.458,1.107
0,1.12,0.82,0.79,5282,0.435851,0.51,1.219
0,1.36,1.08,1.13,6014,1.498651,0.906,2.121
0,2.48,1.16,1.42,6228,2.721829,1.205,2.809
0,1.69,1.16,1.42,6228,2.721829,1.205,2.809
0,2.12,1.16,1.42,6228,2.721829,1.205,2.809
0,1.52,1.16,1.42,6228,2.721829,1.205,2.809
0,2.27,1.04,1.04,5860,1.144319,0.799,1.878
0,1.48,0.89,0.85,5322,0.520028,0.556,1.327
0,2.03,0.95,0.93,5706,0.822589,0.684,1.614
0,1.22,0.84,0.8,5166,0.408966,0.497,1.193
0,1.64,0.92,0.89,5557,0.677691,0.626,1.484
0,2.43,1.05,1.06,5901,1.222374,0.824,1.934
0,1.79,0.82,0.78,5108,0.371606,0.475,1.144
0,1.79,1.19,1.28,6186,2.152531,1.074,2.507
0,2.3,0.94,0.92,5598,0.745756,0.655,1.551
0,1.2,0.94,0.92,5598,0.745756,0.655,1.551
