hab_lbl,P. Min Mass (EU),P. Mass (EU),P. Radius (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU)
0,18.21791367,17.55,2.27,164.4169,164.4169,164.4169
0,18.21791367,1.7,1.22,95.75803,95.75804,95.75805
0,18.21791367,3.69,1.52,845.2316,845.2317,845.2318
0,18.21791367,15.1,2.2,85.47361,85.47361,85.47363
0,18.21791367,11.12,2.04,4.073577,4.073577,4.073577
0,18.21791367,5.82,1.72,7.921383,7.921385,7.921387
0,18.21791367,8.88,1.93,3.337758,3.337758,3.337759
0,18.21791367,23.62,2.43,72.14309,72.1431,72.14311
0,18.21791367,16.11,2.23,64.98451,64.98453,64.98454
0,18.21791367,1.98,1.28,21.05652,21.05652,21.05653
0,18.21791367,11.37,2.05,5.977144,5.977144,5.977145
0,18.21791367,15.76,2.22,1.960894,1.960894,1.960895
0,18.21791367,4.09,1.57,10.92266,10.92266,10.92267
0,18.21791367,10.17,1.99,2.648545,2.648546,2.648546
0,18.21791367,2.81,1.41,103.8765,103.8765,103.8765
0,18.21791367,12.15,2.08,51.51582,51.51582,51.51583
0,18.21791367,5.82,1.72,624.4628,624.4629,624.463
0,18.21791367,21.7,2.39,151.6234,151.6234,151.6234
0,17.79,17.8,2,7.969678,7.969678,7.969679
0,18.21791367,19.52,2.33,33.48192,33.48192,33.48192
0,18.21791367,2.51,1.37,131.6835,131.6835,131.6836
0,18.21791367,15.1,2.2,55.40519,55.4052,55.40521
0,18.21791367,19.52,2.33,22.22314,22.22314,22.22315
0,18.21791367,10.17,1.99,34.64891,34.64891,34.64892
0,18.21791367,24.64,2.45,123.029,123.029,123.029
0,18.21791367,10.17,1.99,23.45384,23.45385,23.45385
0,18.21791367,11.37,2.05,72.18629,72.1863,72.18631
0,18.21791367,18.71,2.31,27.87643,27.87643,27.87644
0,18.21791367,14.46,2.17,25.26429,25.26429,25.2643
0,18.21791367,6.1,1.75,247.6447,247.6447,247.6448
0,18.21791367,19.94,2.34,167.902,167.902,167.9021
0,18.21791367,3.49,1.5,50.30549,50.30549,50.3055
0,18.21791367,4.77,1.64,214.2791,214.2792,214.2792
0,18.21791367,1.14,1.09,27.34864,27.34864,27.34864
0,18.21791367,3.59,1.51,9.958999,9.959002,9.959003
0,18.21791367,4.09,1.57,3.560642,3.560642,3.560642
0,18.21791367,1.31,1.13,181.1241,181.1241,181.1241
0,18.21791367,17.55,2.27,87.65172,87.65173,87.65176
0,18.21791367,14.46,2.17,25.87326,25.87326,25.87327
0,18.21791367,2.3,1.33,235.9183,235.9183,235.9183
0,18.21791367,1.75,1.23,25.2966,25.2966,25.29661
0,18.21791367,13.85,2.15,13.29653,13.29653,13.29653
0,18.21791367,4.65,1.62,194.6759,194.6759,194.676
0,18.21791367,13.85,2.15,84.86029,84.8603,84.86031
0,18.21791367,26.81,2.5,48.4232,48.4232,48.42322
0,18.21791367,3.88,1.55,188.5952,188.5952,188.5953
0,18.21791367,2.23,1.32,1880.088,1880.089,1880.089
0,18.21791367,4.31,1.59,1974.849,1974.849,1974.849
0,18.21791367,13.85,2.15,710.9456,710.9457,710.9458
0,18.21791367,25.7,2.48,351.4807,351.4807,351.4807
0,18.21791367,20.36,2.35,156.2136,156.2137,156.2137
0,18.21791367,10.4,2,89.61929,89.61929,89.6193
0,18.21791367,5.96,1.74,4.573491,4.573491,4.573492
0,18.21791367,14.46,2.17,48.84026,48.84027,48.84028
0,18.21791367,10.17,1.99,15.54154,15.54154,15.54155
0,18.21791367,2.44,1.36,69.33565,69.33565,69.33566
0,18.21791367,4.77,1.64,35.00393,35.00394,35.00394
0,18.21791367,25.16,2.46,7.346944,7.346945,7.346946
0,18.21791367,7.73,1.86,264.3264,264.3264,264.3265
0,18.21791367,26.25,2.49,22.59512,22.59513,22.59513
0,18.21791367,25.7,2.48,226.4819,226.4819,226.482
0,18.21791367,9.95,1.98,67.55927,67.55928,67.5593
0,18.21791367,13.26,2.13,25.69129,25.69129,25.6913
0,18.21791367,17.55,2.27,3.899842,3.899842,3.899843
0,18.21791367,25.16,2.46,259.7197,259.7197,259.7197
0,18.21791367,5.4,1.69,147.2972,147.2972,147.2972
0,18.21791367,10.4,2,226.3206,226.3206,226.3206
0,18.21791367,6.4,1.77,79.97359,79.97359,79.97361
0,18.21791367,0.58,0.88,206.2974,206.2974,206.2975
0,18.21791367,0.86,1,128.3373,128.3374,128.3374
0,18.21791367,0.23,0.66,932.1921178,936.314307,943.1535689
0,18.21791367,2.97,1.43,423.0662,423.0662,423.0663
0,18.21791367,6.72,1.79,164.1783,164.1783,164.1784
0,18.21791367,16.81,2.25,73.7722,73.77221,73.77221
0,18.21791367,3.49,1.5,430.7797,430.7798,430.7799
0,18.21791367,9.95,1.98,110.6657,110.6657,110.6657
0,18.21791367,3.78,1.53,118.0705,118.0705,118.0705
0,18.21791367,7.38,1.84,28.94168,28.94168,28.94169
0,18.21791367,19.94,2.34,256.9971,256.9971,256.9972
0,18.21791367,89.02,2.92,200.4282,200.4282,200.4283
0,18.21791367,3.05,1.44,755.488,755.488,755.4882
0,18.21791367,10.4,2,246.69,246.69,246.69
0,18.21791367,0.89,1.01,162.2677,162.2677,162.2677
0,18.21791367,1.59,1.2,97.10641,97.10641,97.10644
0,18.21791367,64.86,2.46,37.19466,37.19466,37.19466
0,18.21791367,13.26,2.13,15.53704,15.53704,15.53704
0,18.21791367,16.46,2.24,54.09936,54.09937,54.09938
0,18.21791367,2.37,1.34,389.3722,389.3723,389.3723
0,18.21791367,1.27,1.12,123.1998,123.1998,123.1998
0,18.21791367,1.81,1.24,882.462,882.462,882.4621
0,18.21791367,2.51,1.37,364.6909,364.6909,364.691
0,18.21791367,2.3,1.33,172.8876,172.8876,172.8876
0,18.21791367,6.4,1.77,20.76817,20.76817,20.76817
0,18.21791367,19.52,2.33,51.44419,51.4442,51.44422
0,18.21791367,5.14,1.67,309.4682,309.4682,309.4682
0,18.21791367,16.81,2.25,28.49604,28.49604,28.49605
0,18.21791367,14.15,2.16,548.3759,548.3759,548.376
0,18.21791367,8.1,1.88,286.7129,286.713,286.713
0,18.21791367,2.23,1.32,397.8191,397.8191,397.8192
0,18.21791367,3.22,1.47,240.656,240.656,240.6561
0,18.21791367,16.11,2.23,105.3911,105.3911,105.3911
0,18.21791367,20.36,2.35,24.51227,24.51227,24.51227
0,18.21791367,6.4,1.77,457.1841,457.1841,457.1842
0,18.21791367,1.7,1.22,73.07803,73.07804,73.07806
0,18.21791367,1.45,1.16,35.52061,35.52062,35.52063
0,18.21791367,2.44,1.36,19.42919,19.4292,19.4292
0,18.21791367,0.71,0.94,60.29533,60.29533,60.29533
0,18.21791367,13.85,2.15,31.45034,31.45034,31.45034
0,18.21791367,17.55,2.27,6.161595,6.161595,6.161596
0,18.21791367,9.51,1.96,18.74354,18.74354,18.74355
0,18.21791367,8.88,1.93,6.485654,6.485655,6.485656
0,18.21791367,2.23,1.32,592.1912,592.1912,592.1913
0,18.21791367,7.73,1.86,68.04839,68.0484,68.04841
0,18.21791367,7.92,1.87,19.57657,19.57657,19.57657
0,18.21791367,5.14,1.67,105.6005,105.6005,105.6005
0,18.21791367,16.81,2.25,17.33587,17.33587,17.33588
0,18.21791367,2.37,1.34,641.1633,641.1634,641.1635
0,18.21791367,2.37,1.34,230.8188,230.8188,230.8188
0,18.21791367,6.1,1.75,66.24264,66.24265,66.24265
0,18.21791367,0.58,0.88,86.83551,86.83553,86.83553
0,18.21791367,1.35,1.14,15.39466,15.39466,15.39466
0,18.21791367,14.46,2.17,73.38585,73.38585,73.38586
0,18.21791367,1.59,1.2,378.0319,378.0319,378.032
0,18.21791367,3.69,1.52,112.0569,112.057,112.057
0,18.21791367,20.36,2.35,62.40641,62.40641,62.40643
0,18.21791367,25.16,2.46,19.45433,19.45433,19.45434
0,18.21791367,17.55,2.27,5.436597,5.436597,5.436598
0,18.21791367,12.97,2.12,118.1941,118.1941,118.1941
0,18.21791367,14.15,2.16,63.28059,63.2806,63.28062
0,18.21791367,3.99,1.56,65.92353,65.92354,65.92355
0,18.21791367,1.54,1.19,63.68284,63.68285,63.68286
0,18.21791367,25.16,2.46,5.106182,5.106182,5.106184
0,18.21791367,5.54,1.7,204.0914,204.0915,204.0915
0,18.21791367,2.97,1.43,73.47292,73.47293,73.47295
0,18.21791367,2.04,1.29,2820.895,2820.895,2820.896
0,18.21791367,0.47,0.83,552.9478,552.9478,552.9479
0,18.21791367,1.07,1.06,103.9489,103.9489,103.9489
0,18.21791367,1.4,1.15,22.52637,22.52638,22.52638
0,18.21791367,12.15,2.08,194.531,194.531,194.531
0,18.21791367,5.68,1.71,105.0733,105.0733,105.0733
0,18.21791367,4.65,1.62,260.5421,260.5421,260.5422
0,18.21791367,17.93,2.28,18.57597,18.57598,18.57598
0,18.21791367,1.35,1.14,262.3567,262.3567,262.3568
0,18.21791367,2.51,1.37,94.00549,94.00552,94.00553
0,18.21791367,6.4,1.77,424.5038,424.5038,424.5039
0,18.21791367,19.11,2.32,113.9845,113.9846,113.9846
0,18.21791367,0.89,1.01,821.5853,821.5853,821.5853
0,18.21791367,5.14,1.67,230.2712,230.2713,230.2713
0,18.21791367,2.97,1.43,2047.269,2047.269,2047.269
0,18.21791367,4.65,1.62,758.5342,758.5343,758.5344
0,18.21791367,1.35,1.14,184.2961,184.2961,184.2961
0,18.21791367,3.69,1.52,380.849,380.849,380.8491
0,18.21791367,2.73,1.4,149.9382,149.9382,149.9383
0,18.21791367,1.65,1.21,89.52923,89.52924,89.52927
0,18.21791367,1.23,1.11,53.35352,53.35353,53.35355
0,18.21791367,0.96,1.03,20.3125,20.3125,20.31251
0,18.21791367,5.82,1.72,5.539546,5.539546,5.539547
0,18.21791367,21.94,2.31,15.61352,15.61352,15.61352
0,18.21791367,2.73,1.4,21.41171,21.41172,21.41172
0,18.21791367,8.88,1.93,6.239564,6.239564,6.239565
0,18.21791367,2.37,1.34,56.68837,56.68838,56.68839
0,18.21791367,9.29,1.95,23.69739,23.69739,23.6974
0,18.21791367,7.04,1.81,18.20597,18.20597,18.20597
0,18.21791367,7.38,1.84,6.976891,6.976891,6.976893
0,18.21791367,4.77,1.64,3.04261,3.04261,3.04261
0,18.21791367,1.45,1.16,57.2181,57.2181,57.21811
0,18.21791367,1.14,1.09,21.57346,21.57346,21.57346
0,18.21791367,1.49,1.18,7.848847,7.848848,7.848848
0,18.21791367,2.23,1.32,10.95553,10.95554,10.95554
0,18.21791367,1.23,1.11,4.549929,4.549929,4.54993
0,18.21791367,1.27,1.12,318.4754,318.4754,318.4755
0,18.21791367,2.97,1.43,103.5066,103.5066,103.5066
0,18.21791367,2.81,1.41,41.98721,41.98721,41.98722
0,18.21791367,0.92,1.02,1649.73,1649.731,1649.731
0,18.21791367,12.42,2.09,212.2586,212.2586,212.2586
0,18.21791367,20.8,2.36,75.75293,75.75294,75.75296
0,18.21791367,3.78,1.53,1432.539,1432.539,1432.539
0,18.21791367,11.37,2.05,335.4019,335.4019,335.402
0,30.62,30.62,2.58,225.8051,244.417,264.9971
0,18.21791367,25.7,2.48,106.5214,113.0561,120.1033
0,18.21791367,8.58,1.59,377.8289,417.058,461.5361
0,18.21791367,2.89,1.42,190.8475,190.8475,190.8475
0,18.21791367,1.4,1.15,121.2589,121.2589,121.259
0,18.21791367,1.45,1.16,69.71545,69.71546,69.71546
0,18.21791367,1.49,1.18,338.7378,338.7378,338.7379
0,18.21791367,5.54,1.7,190.54,190.54,190.5401
0,18.21791367,7.56,1.85,36.81488,36.81488,36.81488
0,18.21791367,10.17,1.99,20.82262,20.82262,20.82263
0,18.21791367,16.81,2.25,172.0491,172.0491,172.0491
0,18.21791367,9.51,1.96,82.36237,82.36238,82.3624
0,18.21791367,26.25,2.49,48.13285,48.13285,48.13286
0,18.21791367,0.58,0.88,3497.192,3497.192,3497.192
0,18.21791367,22.64,2.41,269.4039,269.4039,269.404
0,18.21791367,10.64,2.02,74.80597,74.80598,74.80598
0,18.21791367,0.32,0.74,32.58208,32.58208,32.58209
0,18.21791367,1.59,1.2,23.93785,23.93786,23.93786
0,18.21791367,9.72,1.97,101.8598,101.8599,101.8599
0,18.21791367,6.1,1.75,36.80326,36.80326,36.80327
0,18.21791367,3.69,1.52,418.2644,418.2644,418.2645
0,18.21791367,2.3,1.33,126.8586,126.8586,126.8587
0,18.21791367,8.48,1.9,231.1254,231.1255,231.1255
0,18.21791367,9.51,1.96,88.57188,88.57189,88.57191
0,18.21791367,7.56,1.85,218.9228,218.9228,218.9229
0,18.21791367,0.53,0.86,55.75179,55.75179,55.7518
0,18.21791367,1.81,1.24,28.92894,28.92895,28.92895
0,18.21791367,0.58,0.88,20.01168,20.01169,20.01169
0,18.21791367,2.58,1.38,12.31962,12.31962,12.31962
0,18.21791367,7.38,1.84,64.46387,64.46387,64.46388
0,18.21791367,2.17,1.31,14.21373,14.21374,14.21374
0,18.21791367,1.81,1.24,8.81857,8.818572,8.818572
0,18.21791367,3.14,1.46,144.3892,144.3893,144.3893
0,18.21791367,4.09,1.57,691.0911,691.0911,691.0912
0,18.21791367,6.88,1.8,169.7811,169.7811,169.7811
0,18.21791367,7.38,1.84,100.1631,100.1631,100.1631
0,18.21791367,4.89,1.65,699.0027,699.0028,699.0029
0,18.21791367,12.42,2.09,240.5812,240.5812,240.5813
0,18.21791367,3.05,1.44,315.4726,315.4726,315.4726
0,18.21791367,0.58,0.88,68.96526,68.96526,68.96526
0,18.21791367,3.05,1.44,12.18227,12.18227,12.18227
0,18.21791367,1.4,1.15,845.9781,845.9782,845.9783
0,18.21791367,5.4,1.69,312.311,312.3111,312.3112
0,18.21791367,11.37,2.05,170.2449,170.2449,170.2449
0,18.21791367,3.88,1.55,64.5752,64.57522,64.57523
0,18.21791367,13.85,2.15,21.01826,21.01826,21.01826
0,18.21791367,11.12,2.04,134.5526,134.5526,134.5527
0,18.21791367,4.77,1.64,68.84988,68.8499,68.84991
0,18.21791367,3.14,1.46,725.9891,725.9891,725.9893
0,18.21791367,6.72,1.79,121.4982,121.4982,121.4982
0,18.21791367,2.1,1.3,5.203308,5.203308,5.203308
0,18.21791367,1.59,1.2,3.284207,3.284207,3.284208
0,18.21791367,1.31,1.13,36.61884,36.61884,36.61885
0,18.21791367,2.81,1.41,3.72985,3.72985,3.729851
0,18.21791367,4.31,1.59,292.2838,292.2838,292.2838
0,18.21791367,8.48,1.9,43.48466,43.48466,43.48467
0,18.21791367,8.29,1.89,22.65721,22.65722,22.65722
0,18.21791367,6.56,1.78,9.250769,9.250771,9.250771
0,18.21791367,2.44,1.36,372.078,372.078,372.0781
0,18.21791367,12.15,2.08,88.25007,88.25008,88.2501
0,18.21791367,5.4,1.69,51.80414,51.80414,51.80414
0,18.21791367,2.44,1.36,197.224,197.224,197.224
0,18.21791367,1.81,1.24,44.72198,44.72199,44.722
0,18.21791367,0.96,1.03,1127.482,1127.482,1127.482
0,18.21791367,1.18,1.1,537.5353,537.5354,537.5355
0,18.21791367,2.17,1.31,302.3637,302.3637,302.3637
0,18.21791367,3.05,1.44,71.49694,71.49696,71.49696
0,18.21791367,1.07,1.06,465.9209,465.9209,465.921
0,18.21791367,6.72,1.79,114.4633,114.4633,114.4633
0,18.21791367,2.65,1.39,140.7772,140.7772,140.7773
0,18.21791367,11.62,2.06,50.49432,50.49433,50.49433
0,18.21791367,0.34,0.75,15.15374,15.15374,15.15374
0,18.21791367,0.27,0.69,6.898261,6.898262,6.898262
0,18.21791367,5.02,1.66,89.51894,89.51894,89.51895
0,18.21791367,17.93,2.28,19.46108,19.46108,19.46108
0,18.21791367,1.54,1.19,713.2713,713.2714,713.2715
0,18.21791367,1.92,1.27,293.0931,293.0931,293.0931
0,18.21791367,0.83,0.99,727.2211,727.2212,727.2214
0,18.21791367,1.27,1.12,231.4103,231.4103,231.4103
0,18.21791367,2.23,1.32,257.7343,257.7344,257.7344
0,18.21791367,4.31,1.59,82.86178,82.86178,82.86179
0,18.21791367,2.23,1.32,21.9622,21.9622,21.9622
0,18.21791367,1.81,1.24,6.699866,6.699866,6.699867
0,18.21791367,1.27,1.12,30.68558,30.68558,30.68559
0,18.21791367,1.31,1.13,12.06796,12.06796,12.06796
0,18.21791367,2.65,1.39,41.49321,41.49321,41.49322
0,18.21791367,4.2,1.58,15.91681,15.91681,15.91682
0,18.21791367,0.96,1.03,237.7703,237.7704,237.7704
0,18.21791367,0.58,0.88,114.4783,114.4783,114.4784
0,18.21791367,0.43,0.81,98.64307,98.64308,98.6431
0,18.21791367,0.53,0.86,14.78107,14.78107,14.78107
0,18.21791367,3.59,1.51,278.236,278.236,278.2361
0,18.21791367,3.14,1.46,38.65411,38.65411,38.65412
0,18.21791367,0.45,0.82,92.01738,92.0174,92.0174
0,18.21791367,0.39,0.78,38.11131,38.11131,38.11132
0,18.21791367,0.86,1,409.1697,409.1697,409.1698
0,18.21791367,1.18,1.1,164.6803,164.6803,164.6803
0,18.21791367,2.04,1.29,302.7241,302.7242,302.7242
0,18.21791367,2.3,1.33,163.0371,163.0371,163.0371
0,18.21791367,4.42,1.6,279.3529,279.353,279.353
0,18.21791367,5.02,1.66,159.0465,159.0465,159.0465
0,18.21791367,0.96,1.03,24.94939,24.9494,24.9494
0,18.21791367,2.23,1.32,2.963283,2.963283,2.963283
0,18.21791367,24.64,2.45,20.34898,20.34898,20.34898
0,18.21791367,0.68,0.93,70.27321,70.27322,70.27323
0,18.21791367,0.89,1.01,17.97449,17.97449,17.97449
0,18.21791367,0.58,0.88,932.1921178,936.314307,943.1535689
0,18.21791367,0.77,0.96,35.83567,35.83567,35.83568
0,18.21791367,2.97,1.43,15.82438,15.82438,15.82438
0,18.21791367,8.29,1.89,5.580961,5.580961,5.580962
0,18.21791367,4.89,1.65,188.1603,188.1603,188.1603
0,18.21791367,3.4,1.49,79.31528,79.31528,79.3153
0,18.21791367,5.68,1.71,149.2889,149.2889,149.2889
0,18.21791367,13.85,2.15,30.70736,30.70737,30.70737
0,18.21791367,17.55,2.27,932.1921178,936.314307,943.1535689
0,18.21791367,1.7,1.22,753.2854,753.2856,753.2858
0,18.21791367,3.99,1.56,423.7231,423.7232,423.7232
0,18.21791367,2.58,1.38,258.8579,258.858,258.858
0,18.21791367,3.14,1.46,188.3214,188.3214,188.3214
0,18.21791367,1.86,1.25,377.9506,377.9506,377.9506
0,18.21791367,6.1,1.75,24.74852,24.74853,24.74853
0,18.21791367,2.89,1.42,932.1921178,936.314307,943.1535689
0,18.21791367,1.92,1.27,68.24612,68.24614,68.24615
0,18.21791367,5.68,1.71,50.99344,50.99345,50.99346
0,18.21791367,12.15,2.08,90.22305,90.22306,90.22306
0,18.21791367,6.36,1.43,739.9525,739.9528,739.9529
0,18.21791367,8.1,1.88,237.3559,237.3559,237.3559
0,18.21791367,0.36,0.76,268.9305,268.9305,268.9306
0,18.21791367,0.23,0.67,193.7898,193.7899,193.7899
0,18.21791367,1.23,1.11,127.3108,127.3108,127.3108
0,18.21791367,19.52,2.33,15.40718,15.40718,15.40718
0,18.21791367,13.57,2.14,2.004792,2.086162,2.171746
0,18.21791367,16.46,2.24,1.727817,1.833812,1.948121
0,18.21791367,4.82,1.64,0.179591,0.2183799,0.2682533
0,18.21791367,0.04,0.38,161.5707,189.0479,222.6394
0,18.21791367,0.09,0.49,110.0798,139.0742,178.2919
0,18.21791367,0.11,0.53,65.63187,92.88903,135.889
0,18.21791367,0.12,0.53,65.2686,67.91769,70.70399
0,18.21791367,0.25,0.68,20.04099,61.39323,283.5138
0,18.21791367,6.36,1.58,7.49546,7.49546,7.495461
0,18.21791367,3.5,1.25,1.962549,1.962549,1.962549
0,18.21791367,4.45,1.5,25.94266,25.94266,25.94266
0,18.21791367,2.86,1.1,10.72544,10.72544,10.72544
0,18.21791367,3.18,1.34,5.303507,5.303508,5.303509
0,18.21791367,11.47,2.05,157.6276,167.2975,177.7258
0,18.21791367,0.48,0.84,354.872,465.7214,623.4919
0,18.21791367,20.36,2.35,96.5317,96.53171,96.53173
0,18.21791367,20.36,2.35,20.05964,20.05965,20.05965
0,18.21791367,1.86,1.25,540.9921,540.9921,540.9924
0,18.21791367,16.81,2.25,66.34797,66.34797,66.34798
0,18.21791367,26.25,2.49,224.7086,224.7087,224.7087
0,18.21791367,11.88,2.07,48.74936,48.74937,48.74937
0,18.21791367,12.97,2.12,44.45404,44.45405,44.45405
0,18.21791367,26.81,2.5,144.3141,144.3142,144.3142
0,18.21791367,20.8,2.36,3.834709,3.834709,3.83471
0,18.21791367,17.55,2.27,86.7924,86.7924,86.79241
0,18.21791367,19.11,2.32,81.27052,81.27054,81.27055
0,18.21791367,14.46,2.17,140.7478,140.7479,140.7479
0,18.21791367,4.31,1.59,4.045191,4.045191,4.045192
0,18.21791367,2.1,1.3,947.2878,947.2878,947.2881
0,18.21791367,4.77,1.64,58.81875,58.81877,58.81878
0,18.21791367,26.25,2.49,29.4923,29.49231,29.49231
0,18.21791367,25.16,2.46,102.6485,102.6486,102.6486
0,18.21791367,15.1,2.2,34.35313,34.35314,34.35314
0,18.21791367,5.68,1.71,569.1599,569.16,569.1601
0,18.21791367,3.14,1.46,25.10061,25.10061,25.10062
0,18.21791367,12.69,2.11,124.9847,124.9847,124.9847
0,18.21791367,12.42,2.09,17.62262,17.62262,17.62263
0,18.21791367,5.02,1.66,68.65415,68.65417,68.65418
0,18.21791367,1.07,1.06,403.6104,403.6104,403.6105
0,18.21791367,9.51,1.96,160.168,160.168,160.168
0,18.21791367,8.48,1.9,219.8413,219.8414,219.8414
0,18.21791367,0.77,0.96,1499.878,1499.878,1499.878
0,18.21791367,10.17,1.99,348.4107,348.4107,348.4108
0,18.21791367,12.15,2.08,55.59299,55.593,55.593
0,18.21791367,7.73,1.86,1607.112,1607.113,1607.113
0,18.21791367,10.17,1.99,133.0043,133.0043,133.0043
0,18.21791367,16.46,2.24,64.98985,64.98985,64.98986
0,18.21791367,20.8,2.36,571.1627,571.1628,571.1629
0,18.21791367,2.81,1.41,503.5829,503.5829,503.5829
0,18.21791367,17.18,2.26,5.603653,5.603654,5.603655
0,2.4,2.4,1.35,0.1044352,0.2712397,0.9396011
0,18.21791367,4.09,1.57,59.88676,59.88677,59.88678
0,18.21791367,26.81,2.5,19.00745,19.00745,19.00745
0,18.21791367,12.97,2.12,78.80303,78.80304,78.80305
0,18.21791367,16.46,2.24,91.74644,91.74646,91.74648
0,18.21791367,20.8,2.36,14.51647,14.51647,14.51647
0,18.21791367,5.68,1.71,1.714869,1.714869,1.714869
0,18.21791367,13.85,2.15,23.60026,23.60026,23.60027
0,18.21791367,16.81,2.25,27.3742,27.3742,27.3742
0,18.21791367,17.18,2.26,8.057486,8.057486,8.057487
0,18.21791367,24.64,2.45,259.8397,259.8397,259.8398
0,18.21791367,21.7,2.39,131.9452,131.9453,131.9453
0,18.21791367,21.7,2.39,116.0052,116.0052,116.0052
0,18.21791367,10.17,1.99,755.6506,755.6508,755.6509
0,18.21791367,10.17,1.99,106.5099,106.51,106.51
0,18.21791367,17.55,2.27,154.8073,154.8074,154.8074
0,18.21791367,16.11,2.23,76.60901,76.60902,76.60903
0,18.21791367,17.55,2.27,32.7928,32.79281,32.79281
0,18.21791367,21.7,2.39,757.6031,757.6033,757.6034
0,18.21791367,14.46,2.17,52.4292,52.4292,52.42921
0,18.21791367,20.8,2.36,73.47449,73.4745,73.47452
0,18.21791367,3.49,1.5,263.4558,263.4558,263.4558
0,18.21791367,8.48,1.9,122.6092,122.6092,122.6093
0,18.21791367,12.15,2.08,101.2045,101.2045,101.2045
0,18.21791367,2.23,1.32,236.3846,236.3846,236.3847
0,18.21791367,2.97,1.43,338.6262,338.6262,338.6263
0,18.21791367,0.53,0.86,547.7594,547.7595,547.7596
0,18.21791367,0.56,0.87,2235.109,2235.11,2235.11
0,18.21791367,4.89,1.65,797.6432,797.6434,797.6436
0,18.21791367,17.93,2.28,59.33199,59.33199,59.332
0,18.21791367,21.7,2.39,38.98206,38.98206,38.98207
0,18.21791367,5.96,1.74,28.62759,28.6276,28.6276
0,18.21791367,23.62,2.43,113.6699,113.6699,113.67
0,18.21791367,2.23,1.32,80.24117,80.24118,80.24118
0,18.21791367,5.4,1.69,2708.475,2708.476,2708.476
0,18.21791367,18.31,2.3,155.3863,155.3863,155.3863
0,18.21791367,13.26,2.13,10.55419,10.55419,10.55419
0,18.21791367,18.71,2.31,120.2982,120.2982,120.2982
0,18.21791367,10.17,1.99,154.0254,154.0254,154.0255
0,18.21791367,1.03,1.05,352.5882,352.5882,352.5882
0,18.21791367,17.93,2.28,82.99355,82.99355,82.99358
0,18.21791367,2.58,1.38,108.87,108.87,108.87
0,18.21791367,15.43,2.21,14.50827,14.50827,14.50827
0,18.21791367,4.65,1.62,213.3975,213.3975,213.3975
0,18.21791367,8.29,1.89,538.3641,538.3642,538.3643
0,18.21791367,7.21,1.83,166.8953,166.8953,166.8953
0,18.21791367,21.25,2.37,194.8666,194.8666,194.8666
0,18.21791367,7.56,1.85,156.586,156.586,156.586
0,18.21791367,12.42,2.09,942.1123,942.1124,942.1125
0,18.21791367,10.17,1.99,51.44343,51.44344,51.44345
0,18.21791367,1.45,1.16,84.1143,84.11431,84.11432
0,18.21791367,17.18,2.26,27.04531,27.04532,27.04532
0,18.21791367,20.8,2.36,29.37321,29.37321,29.37322
0,18.21791367,26.25,2.49,249.7076,249.7077,249.7077
0,18.21791367,9.29,1.95,93.60796,93.60796,93.60797
0,18.21791367,0.39,0.78,3879.704,3879.705,3879.706
0,18.21791367,11.88,2.07,101.2896,101.2896,101.2896
0,18.21791367,4.65,1.62,232.3877,232.3877,232.3877
0,18.21791367,26.81,2.5,18.35091,18.35091,18.35092
0,18.21791367,14.46,2.17,14.288,14.28801,14.28801
0,18.21791367,22.16,2.4,409.7101,409.7102,409.7102
0,18.21791367,26.81,2.5,15.89656,15.89657,15.89657
0,18.21791367,5.4,1.69,112.547,112.547,112.547
0,18.21791367,24.12,2.44,297.3401,297.3402,297.3402
0,18.21791367,23.12,2.42,578.991,578.991,578.9911
0,18.21791367,9.72,1.97,663.6796,663.6797,663.6797
0,18.21791367,12.15,2.08,10.45013,10.45013,10.45013
0,18.21791367,2.3,1.33,362.8238,362.8238,362.8239
0,18.21791367,8.1,1.88,282.5347,282.5348,282.5348
0,18.21791367,25.7,2.48,180.4501,180.4501,180.4501
0,18.21791367,23.12,2.42,230.8794,230.8795,230.8795
0,18.21791367,14.46,2.17,6.924064,6.924064,6.924066
0,18.21791367,1.92,1.27,161.262,161.262,161.262
0,18.21791367,9.51,1.96,2.044416,2.044417,2.044417
0,18.21791367,26.81,2.5,19.62537,19.62537,19.62537
0,18.21791367,1.65,1.21,341.8834,341.8834,341.8834
0,18.21791367,4.65,1.62,74.77184,74.77184,74.77184
0,18.21791367,14.15,2.16,135.3813,135.3814,135.3814
0,18.21791367,1.23,1.11,352.4745,352.4746,352.4747
0,18.21791367,4.65,1.62,711.2961,711.2963,711.2964
0,18.21791367,24.64,2.45,33.77377,33.77377,33.77377
0,18.21791367,8.48,1.9,44.36655,44.36656,44.36656
0,18.21791367,10.4,2,91.76219,91.76219,91.7622
0,18.21791367,6.25,1.76,746.5785,746.5786,746.5786
0,18.21791367,1.86,1.25,253.495,253.495,253.495
0,18.21791367,1.27,1.12,991.5722,991.5723,991.5725
0,18.21791367,2.44,1.36,3609.218,3609.218,3609.219
0,18.21791367,25.7,2.48,231.5748,231.5749,231.5749
0,18.21791367,5.4,1.69,804.7194,804.7195,804.7196
0,18.21791367,12.97,2.12,114.8048,114.8048,114.8048
0,18.21791367,3.69,1.52,389.8633,389.8634,389.8634
0,18.21791367,17.55,2.27,20.06878,20.06878,20.06878
0,18.21791367,3.31,1.48,440.4147,440.4148,440.4148
