hab_lbl,P. Min Mass (EU),P. Mass (EU),P. Radius (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU)
0,18.21791367,10.88,2.03,101.4644,101.4644,101.4644
0,18.21791367,1.7,1.22,944.5831,944.5833,944.5836
0,18.21791367,4.77,1.64,131.2628,131.2628,131.2628
0,18.21791367,23.62,2.43,36.93801,36.93801,36.93802
0,18.21791367,6.72,1.79,43.22865,43.22865,43.22866
0,18.21791367,6.72,1.79,124.3204,124.3204,124.3204
0,18.21791367,18.31,2.3,40.24999,40.24999,40.25
0,18.21791367,1.59,1.2,1208.677,1208.677,1208.677
0,18.21791367,2.73,1.4,304.1495,304.1496,304.1497
0,18.21791367,7.04,1.81,171.3394,171.3394,171.3394
0,18.21791367,7.04,1.81,102.1462,102.1462,102.1462
0,18.21791367,2.97,1.43,468.3228,468.3228,468.3229
0,18.21791367,1.54,1.19,1616.676,1616.677,1616.677
0,18.21791367,1.98,1.28,128.367,128.367,128.367
0,18.21791367,3.22,1.47,27.54818,27.54818,27.54819
0,18.21791367,5.27,1.68,185.5934,185.5934,185.5935
0,18.21791367,0.66,0.92,11.68929,11.68929,11.68929
0,18.21791367,0.58,0.88,4509.758,4509.759,4509.76
0,18.21791367,0.39,0.78,259.4774,259.4774,259.4774
0,18.21791367,4.2,1.58,42.37745,42.37746,42.37746
0,18.21791367,23.62,2.43,4.010682,4.010683,4.010684
0,18.21791367,1.98,1.28,431.7101,431.7101,431.7102
0,18.21791367,12.97,2.12,162.2406,162.2406,162.2406
0,18.21791367,14.46,2.17,37.68104,37.68104,37.68105
0,18.21791367,9.51,1.96,139.1164,139.1164,139.1165
0,18.21791367,2.51,1.37,354.5896,354.5896,354.5897
0,18.21791367,12.69,2.11,185.8772,185.8772,185.8773
0,18.21791367,5.27,1.68,24.69275,24.69275,24.69275
0,18.21791367,2.1,1.3,220.9458,220.9458,220.9458
0,18.21791367,14.46,2.17,27.82885,27.82885,27.82886
0,18.21791367,21.7,2.39,158.6791,158.6791,158.6791
0,18.21791367,10.17,1.99,18.27643,18.27643,18.27643
0,18.21791367,9.09,1.94,84.08232,84.08232,84.08232
0,18.21791367,1.35,1.14,143.0047,143.0048,143.0048
0,18.21791367,1.35,1.14,216.5931,216.5931,216.5931
0,18.21791367,3.14,1.46,1227.722,1227.722,1227.722
0,18.21791367,8.88,1.93,368.6872,368.6872,368.6873
0,18.21791367,13.55,2.14,44.59698,44.59698,44.59699
0,18.21791367,12.97,2.12,406.8761,406.8763,406.8763
0,18.21791367,2.17,1.31,511.631,511.631,511.6311
0,18.21791367,6.4,1.77,682.0333,682.0334,682.0334
0,18.21791367,4.09,1.57,330.9175,330.9175,330.9176
0,18.21791367,7.92,1.87,564.987,564.9871,564.9871
0,18.21791367,3.69,1.52,581.8278,581.8279,581.828
0,18.21791367,7.38,1.84,207.3332,207.3332,207.3333
0,18.21791367,1.86,1.25,553.5004,553.5004,553.5005
0,18.21791367,3.59,1.51,2192.405,2192.405,2192.406
0,18.21791367,12.69,2.11,179.9221,179.9222,179.9222
0,18.21791367,5.54,1.7,144.6318,144.6318,144.6318
0,18.21791367,1.92,1.27,239.7407,239.7407,239.7408
0,18.21791367,11.62,2.06,143.1425,143.1425,143.1425
0,18.21791367,10.64,2.02,8.628709,8.62871,8.628711
0,18.21791367,10.64,2.02,17.63156,17.63157,17.63157
0,18.21791367,4.42,1.6,624.8306,624.8307,624.8307
0,18.21791367,5.27,1.68,87.32811,87.32812,87.32813
0,18.21791367,11.12,2.04,993.0834,993.0836,993.0836
0,18.21791367,25.7,2.48,36.55738,36.55738,36.55739
0,18.21791367,1.49,1.18,301.0376,301.0377,301.0378
0,18.21791367,5.54,1.7,267.8616,267.8616,267.8617
0,18.21791367,6.56,1.78,238.8404,238.8404,238.8404
0,18.21791367,5.27,1.68,93.30949,93.3095,93.30952
0,18.21791367,5.4,1.69,555.9828,555.9828,555.9829
0,18.21791367,17.55,2.27,169.1383,169.1383,169.1383
0,18.21791367,15.43,2.21,315.6157,315.6157,315.6158
0,18.21791367,22.16,2.4,244.6163,244.6163,244.6163
0,18.21791367,26.25,2.49,58.47418,58.47419,58.47419
0,18.21791367,4.65,1.62,202.1814,202.1814,202.1815
0,18.21791367,11.37,2.05,224.4078,224.4078,224.4078
0,18.21791367,10.17,1.99,907.8615,907.8617,907.8619
0,18.21791367,2.97,1.43,118.0375,118.0375,118.0375
0,18.21791367,12.97,2.12,26.90959,26.90959,26.9096
0,18.21791367,8.88,1.93,13.47783,13.47783,13.47783
0,18.21791367,6.56,1.78,462.7733,462.7734,462.7735
0,18.21791367,1.75,1.23,270.4193,270.4193,270.4193
0,18.21791367,6.56,1.78,122.7823,122.7823,122.7823
0,18.21791367,1.75,1.23,216.9901,216.9902,216.9902
0,18.21791367,26.81,2.5,115.8491,115.8491,115.8491
0,18.21791367,3.69,1.52,356.0896,356.0897,356.0898
0,18.21791367,7.38,1.84,91.57236,91.57239,91.5724
0,18.21791367,1.31,1.13,339.8046,339.8047,339.8047
0,18.21791367,6.25,1.76,7.894607,7.894608,7.894609
0,18.21791367,1.14,1.09,728.6434,728.6434,728.6435
0,18.21791367,3.78,1.53,101.7836,101.7836,101.7836
0,18.21791367,21.7,2.39,179.1439,179.144,179.144
0,18.21791367,3.4,1.49,36.05379,36.05379,36.0538
0,18.21791367,12.15,2.08,60.30046,60.30046,60.30047
0,18.21791367,2.51,1.37,62.00706,62.00706,62.00708
0,18.21791367,10.4,2,103.2693,103.2693,103.2694
0,18.21791367,6.4,1.77,1093.232,1093.233,1093.233
0,18.21791367,2.81,1.41,182.5335,182.5335,182.5336
0,18.21791367,12.69,2.11,21.51572,21.51572,21.51572
0,18.21791367,1.59,1.2,147.8231,147.8232,147.8232
0,18.21791367,1.7,1.22,2361.187,2361.187,2361.188
0,18.21791367,3.22,1.47,136.6044,136.6045,136.6045
0,18.21791367,0.45,0.82,2161.746,2161.746,2161.747
0,18.21791367,11.62,2.06,25.56334,25.56334,25.56335
0,18.21791367,2.58,1.38,479.8289,479.829,479.829
0,18.21791367,3.49,1.5,747.1184,747.1185,747.1186
0,18.21791367,6.25,1.76,12.63735,12.63735,12.63735
0,18.21791367,8.48,1.9,316.9844,316.9844,316.9845
0,18.21791367,5.96,1.74,456.4298,456.4298,456.4299
0,18.21791367,16.81,2.25,177.4402,177.4402,177.4402
0,18.21791367,23.12,2.42,127.7223,127.7223,127.7223
0,18.21791367,2.89,1.42,2361.027,2361.027,2361.027
0,18.21791367,2.58,1.38,337.4736,337.4737,337.4737
0,18.21791367,19.94,2.34,6.293247,6.293247,6.293249
0,18.21791367,18.71,2.31,13.87938,13.87938,13.87938
0,18.21791367,5.68,1.71,132.1087,132.1087,132.1087
0,18.21791367,4.31,1.59,111.35,111.35,111.3501
0,18.21791367,1.23,1.11,3206.861,3206.861,3206.862
0,18.21791367,13.26,2.13,21.50251,21.50251,21.50251
0,18.21791367,2.3,1.33,79.67699,79.67699,79.67701
0,18.21791367,2.51,1.37,613.5022,613.5023,613.5025
0,18.21791367,24.64,2.45,43.08246,43.08247,43.08248
0,18.21791367,12.15,2.08,4.704947,4.704947,4.704948
0,18.21791367,2.37,1.34,96.88338,96.88339,96.88341
0,18.21791367,3.05,1.44,76.48731,76.48731,76.48733
0,18.21791367,15.76,2.22,9.325212,9.325213,9.325216
0,18.21791367,6.1,1.75,45.14219,45.1422,45.1422
0,18.21791367,13.26,2.13,5.297653,5.297654,5.297655
0,18.21791367,8.88,1.93,81.05617,81.05618,81.05619
0,18.21791367,17.55,2.27,21.66048,21.66049,21.66049
0,18.21791367,7.56,1.85,143.8531,143.8531,143.8532
0,18.21791367,1.54,1.19,107.4904,107.4904,107.4904
0,18.21791367,19.11,2.32,22.2967,22.2967,22.29671
0,18.21791367,11.62,2.06,76.3409,76.3409,76.3409
0,18.21791367,17.93,2.28,161.6835,161.6835,161.6835
0,18.21791367,9.72,1.97,59.25313,59.25314,59.25314
0,18.21791367,12.97,2.12,46.73082,46.73083,46.73083
0,18.21791367,20.36,2.35,38.71611,38.71611,38.71611
0,18.21791367,10.17,1.99,107.9685,107.9685,107.9685
0,18.21791367,5.4,1.69,60.3966,60.3966,60.39661
0,18.21791367,11.88,2.07,11.10223,11.10223,11.10223
0,18.21791367,0.83,0.99,615.0367,615.0367,615.0368
0,18.21791367,13.26,2.13,78.72364,78.72365,78.72366
0,18.21791367,9.51,1.96,6.387721,6.387722,6.387724
0,18.21791367,4.09,1.57,24.7511,24.75111,24.75112
0,18.21791367,3.31,1.48,356.1214,356.1214,356.1215
0,18.21791367,18.71,2.31,317.8292,317.8292,317.8293
0,18.21791367,16.81,2.25,126.8292,126.8293,126.8293
0,18.21791367,20.8,2.36,14.36267,14.36267,14.36267
0,18.21791367,12.97,2.12,13.68007,13.68008,13.68008
0,18.21791367,20.8,2.36,10.82621,10.82621,10.82621
0,18.21791367,11.88,2.07,5.444699,5.444701,5.444702
0,18.21791367,15.43,2.21,67.82469,67.8247,67.82472
0,18.21791367,3.69,1.52,7562.259,7562.26,7562.261
0,18.21791367,4.65,1.62,16.21527,16.21527,16.21527
0,18.21791367,4.42,1.6,199.6884,199.6884,199.6884
0,18.21791367,9.95,1.98,640.9693,640.9693,640.9694
0,18.21791367,2.44,1.36,1893.785,1893.785,1893.785
0,18.21791367,19.11,2.32,404.5958,404.5959,404.5959
0,18.21791367,19.94,2.34,748.6287,748.6289,748.6291
0,18.21791367,5.68,1.71,1019.511,1019.511,1019.511
0,18.21791367,6.56,1.78,768.2067,768.2069,768.207
0,18.21791367,3.49,1.5,242.7096,242.7097,242.7097
0,18.21791367,3.78,1.53,22.84344,22.84345,22.84345
0,18.21791367,2.97,1.43,69.87169,69.8717,69.8717
0,18.21791367,1.98,1.28,37.49748,37.49749,37.49749
0,18.21791367,14.46,2.17,11.15951,11.15951,11.15951
0,18.21791367,19.11,2.32,11.91976,11.91976,11.91977
0,18.21791367,2.04,1.29,196.6971,196.6971,196.6971
0,18.21791367,13.85,2.15,18.5972,18.5972,18.59721
0,18.21791367,21.7,2.39,35.92107,35.92107,35.92107
0,18.21791367,14.46,2.17,1108.45,1108.45,1108.45
0,18.21791367,10.17,1.99,119.3944,119.3944,119.3944
0,18.21791367,3.14,1.46,325.5484,325.5484,325.5485
0,18.21791367,17.55,2.27,2.759681,2.759681,2.759682
0,18.21791367,19.52,2.33,50.82782,50.82783,50.82784
0,18.21791367,20.8,2.36,21.74164,21.74164,21.74164
0,18.21791367,9.95,1.98,31.13814,31.13814,31.13814
0,18.21791367,15.43,2.21,7.632308,7.632308,7.632309
0,18.21791367,0.58,0.88,619.2651,619.2651,619.2652
0,18.21791367,2.3,1.33,517.4109,517.411,517.4112
0,18.21791367,1.86,1.25,140.062,140.062,140.062
0,18.21791367,25.7,2.48,18.66838,18.66838,18.66838
0,18.21791367,0.56,0.87,2760.913,2760.913,2760.914
0,18.21791367,7.92,1.87,134.0095,134.0095,134.0096
0,18.21791367,17.18,2.26,44.51249,44.5125,44.51251
0,18.21791367,1.45,1.16,651.1708,651.1708,651.1709
0,18.21791367,1.98,1.28,1017.872,1017.872,1017.872
0,18.21791367,3.14,1.46,924.0345,924.0345,924.0347
0,18.21791367,12.15,2.08,1.952785,1.952785,1.952786
0,18.21791367,14.78,2.18,36.08152,36.08153,36.08154
0,18.21791367,5.68,1.71,86.36405,86.36407,86.36407
0,18.21791367,12.15,2.08,14.47969,14.47969,14.4797
0,18.21791367,0.83,0.99,663.8799,663.88,663.8801
0,18.21791367,4.54,1.61,49.35358,49.35358,49.35359
0,18.21791367,0.74,0.95,40.42857,40.42857,40.42857
0,18.21791367,4.42,1.6,96.38577,96.38577,96.38579
0,18.21791367,3.31,1.48,63.10795,63.10796,63.10798
0,18.21791367,0.8,0.97,177.1562,177.1562,177.1562
0,18.21791367,1.75,1.23,743.7345,743.7346,743.7349
0,18.21791367,5.82,1.72,145.6049,145.6049,145.605
0,18.21791367,21.25,2.37,15.4492,15.44921,15.44921
0,18.21791367,9.95,1.98,887.4175,887.4176,887.4177
0,18.21791367,6.25,1.76,31.74608,31.74608,31.74609
0,18.21791367,3.4,1.49,105.6522,105.6522,105.6522
0,18.21791367,3.88,1.55,27.26952,27.26952,27.26952
0,18.21791367,4.42,1.6,673.8878,673.8878,673.8879
0,18.21791367,20.8,2.36,1045.332,1045.332,1045.332
0,18.21791367,0.41,0.8,2946.126,2946.126,2946.126
0,18.21791367,4.42,1.6,35.28448,35.28448,35.28449
0,18.21791367,5.82,1.72,482.9093,482.9094,482.9094
0,18.21791367,21.25,2.37,110.8857,110.8858,110.8858
0,18.21791367,4.2,1.58,2928.617,2928.617,2928.617
0,18.21791367,18.31,2.3,147.8766,147.8766,147.8767
0,18.21791367,4.77,1.64,411.8244,411.8244,411.8244
0,18.21791367,1.86,1.25,25.48946,25.48946,25.48946
0,18.21791367,2.89,1.42,140.9283,140.9283,140.9284
0,18.21791367,0.41,0.8,74.88723,74.88724,74.88725
0,18.21791367,8.48,1.9,472.3587,472.3587,472.3588
0,18.21791367,4.65,1.62,144.4381,144.4382,144.4382
0,18.21791367,0.89,1.01,242.984,242.984,242.9841
0,18.21791367,1.27,1.12,2060.901,2060.901,2060.902
0,18.21791367,1.23,1.11,1904.945,1904.946,1904.947
0,18.21791367,24.12,2.44,9.285204,9.285206,9.285207
0,18.21791367,0.17,0.6,3380.134,3380.135,3380.135
0,18.21791367,2.89,1.42,50.2284,50.2284,50.22841
0,18.21791367,7.21,1.83,19.49865,19.49865,19.49866
0,18.21791367,3.14,1.46,1788.764,1788.764,1788.765
0,18.21791367,11.88,2.07,12.23909,12.23909,12.2391
0,18.21791367,9.29,1.95,61.23994,61.23995,61.23996
0,18.21791367,9.51,1.96,11.19424,11.19424,11.19424
0,18.21791367,1.65,1.21,305.705,305.7051,305.7051
0,18.21791367,1.81,1.24,102.3711,102.3711,102.3711
0,18.21791367,2.1,1.3,750.7347,750.7348,750.735
0,18.21791367,6.1,1.75,472.8052,472.8053,472.8054
0,18.21791367,25.16,2.46,5.702467,5.702468,5.702469
0,18.21791367,17.55,2.27,74.37724,74.37724,74.37725
0,18.21791367,1.75,1.23,768.0922,768.0923,768.0925
0,18.21791367,10.4,2,64.08413,64.08414,64.08414
0,18.21791367,4.89,1.65,3076.085,3076.085,3076.086
0,18.21791367,2.37,1.34,2832.666,2832.666,2832.666
0,18.21791367,3.14,1.46,206.3965,206.3965,206.3965
0,18.21791367,14.78,2.18,24.36308,24.36308,24.36308
0,18.21791367,10.17,1.99,218.4588,218.4588,218.4589
0,18.21791367,2.37,1.34,40.03199,40.03199,40.032
0,18.21791367,5.54,1.7,392.6856,392.6856,392.6857
0,18.21791367,1.23,1.11,257.6379,257.6379,257.638
0,18.21791367,8.68,1.92,242.7806,242.7806,242.7807
0,18.21791367,2.58,1.38,207.1258,207.1258,207.1259
0,18.21791367,8.48,1.9,242.7763,242.7763,242.7764
0,18.21791367,11.12,2.04,12.62162,12.62162,12.62162
0,18.21791367,5.14,1.67,257.5746,257.5746,257.5746
0,18.21791367,1.98,1.28,24.14466,24.14466,24.14466
0,18.21791367,7.38,1.84,48.5628,48.56281,48.56281
0,18.21791367,5.82,1.72,4.673976,4.673977,4.673977
0,18.21791367,9.51,1.96,251.5144,251.5145,251.5145
0,18.21791367,0.41,0.8,146.4559,146.4559,146.4559
0,18.21791367,4.31,1.59,541.4423,541.4424,541.4425
0,18.21791367,20.36,2.35,5.580478,5.580479,5.580479
0,18.21791367,9.72,1.97,73.35303,73.35304,73.35305
0,18.21791367,7.56,1.85,6.652412,6.652413,6.652414
0,18.21791367,4.77,1.64,177.7614,177.7615,177.7615
0,18.21791367,15.1,2.2,188.6082,188.6083,188.6083
0,18.21791367,5.54,1.7,427.8268,427.8268,427.827
0,18.21791367,1.54,1.19,2528.137,2528.138,2528.139
0,18.21791367,0.45,0.82,962.4284,962.4285,962.4288
0,18.21791367,3.22,1.47,47.7309,47.7309,47.73091
0,18.21791367,5.14,1.67,253.366,253.366,253.3661
0,18.21791367,10.17,1.99,54.23423,54.23424,54.23425
0,18.21791367,2.73,1.4,161.3308,161.3308,161.3308
0,18.21791367,1.75,1.23,217.4515,217.4515,217.4516
0,18.21791367,5.4,1.69,913.8354,913.8355,913.8356
0,18.21791367,2.97,1.43,471.9868,471.9868,471.987
0,18.21791367,0.92,1.02,189.9037,189.9038,189.9038
0,18.21791367,15.76,2.22,6.233168,6.233168,6.233169
0,18.21791367,0.56,0.87,124.5069,124.5069,124.5069
0,18.21791367,5.82,1.72,816.7943,816.7944,816.7946
0,18.21791367,19.94,2.34,733.4211,733.4211,733.4213
0,18.21791367,20.8,2.36,381.995,381.9951,381.9951
0,18.21791367,10.88,2.03,26.32469,26.32469,26.3247
0,18.21791367,2.23,1.32,96.19481,96.19481,96.19482
0,18.21791367,1.14,1.09,92.68533,92.68533,92.68535
0,18.21791367,19.94,2.34,325.1312,325.1312,325.1312
0,18.21791367,20.8,2.36,79.43402,79.43404,79.43405
0,18.21791367,13.55,2.14,114.3573,114.3573,114.3573
0,18.21791367,13.26,2.13,14.99609,14.99609,14.99609
0,18.21791367,15.43,2.21,14.50594,14.50594,14.50594
0,18.21791367,0.96,1.03,527.325,527.325,527.3251
0,18.21791367,1.27,1.12,186.7421,186.7421,186.7422
0,18.21791367,3.88,1.55,204.9002,204.9003,204.9003
0,18.21791367,5.4,1.69,15.30346,15.30347,15.30347
0,18.21791367,5.68,1.71,937.0084,937.0086,937.0089
0,18.21791367,26.81,2.5,5.732271,5.732271,5.732272
0,18.21791367,0.71,0.94,403.9981,403.9982,403.9983
0,18.21791367,22.64,2.41,48.20116,48.20116,48.20117
0,18.21791367,0.58,0.88,1878.974,1878.974,1878.974
0,18.21791367,4.31,1.59,233.7451,233.7451,233.7451
0,18.21791367,24.64,2.45,40.41752,40.41752,40.41753
0,18.21791367,8.48,1.9,4.727784,4.727785,4.727785
0,18.21791367,1.07,1.06,9.411319,9.411319,9.411321
0,18.21791367,2.23,1.32,341.5079,341.5079,341.5079
0,18.21791367,10.17,1.99,90.71348,90.71349,90.71352
0,18.21791367,4.09,1.57,624.6709,624.671,624.6711
0,18.21791367,22.64,2.41,124.0924,124.0924,124.0925
0,18.21791367,2.3,1.33,3.706448,3.706449,3.706449
0,18.21791367,16.11,2.23,52.11922,52.11923,52.11924
0,18.21791367,12.15,2.08,70.97633,70.97636,70.97637
0,18.21791367,6.4,1.77,650.6447,650.6448,650.6449
0,18.21791367,2.3,1.33,31.92632,31.92633,31.92633
0,18.21791367,3.59,1.51,136.7789,136.7789,136.7789
0,18.21791367,20.8,2.36,21.12698,21.12698,21.12698
0,18.21791367,2.23,1.32,990.824,990.824,990.8242
0,18.21791367,3.59,1.51,49.14446,49.14447,49.14447
0,18.21791367,12.15,2.08,50.61296,50.61297,50.61298
0,18.21791367,16.11,2.23,9.163639,9.16364,9.163643
0,18.21791367,1.86,1.25,273.6294,273.6294,273.6295
0,18.21791367,3.22,1.47,121.7132,121.7132,121.7133
0,18.21791367,1.4,1.15,108.2625,108.2625,108.2625
0,18.21791367,1.07,1.06,546.9267,546.9268,546.9269
0,18.21791367,17.93,2.28,127.073,127.0731,127.0731
0,18.21791367,1.07,1.06,676.8502,676.8502,676.8504
0,18.21791367,2.81,1.41,1164.924,1164.924,1164.924
0,18.21791367,4.77,1.64,666.0262,666.0262,666.0264
0,18.21791367,4.65,1.62,94.35957,94.35957,94.35958
0,18.21791367,19.11,2.32,39.75091,39.75091,39.75092
0,18.21791367,3.59,1.51,77.56243,77.56245,77.56246
0,18.21791367,5.54,1.7,122.7169,122.7169,122.7169
0,18.21791367,13.55,2.14,128.3342,128.3342,128.3343
0,18.21791367,1.54,1.19,450.2017,450.2018,450.2018
0,18.21791367,20.8,2.36,23.11459,23.11459,23.1146
0,18.21791367,1.7,1.22,260.0544,260.0544,260.0545
0,18.21791367,2.65,1.39,344.9586,344.9587,344.9587
0,18.21791367,10.17,1.99,1241.851,1241.852,1241.852
0,18.21791367,2.97,1.43,53.78473,53.78474,53.78475
0,18.21791367,12.97,2.12,233.2993,233.2993,233.2993
0,18.21791367,3.69,1.52,184.6322,184.6323,184.6323
0,18.21791367,8.1,1.88,45.80069,45.80069,45.8007
0,18.21791367,0.39,0.78,532.9815,532.9816,532.9817
0,18.21791367,1.7,1.22,20.81713,20.81713,20.81713
0,18.21791367,2.3,1.33,141.935,141.935,141.935
0,18.21791367,7.04,1.81,324.0157,324.0158,324.0158
0,18.21791367,3.05,1.44,66.22664,66.22664,66.22665
0,18.21791367,17.93,2.28,5.48641,5.48641,5.486412
0,18.21791367,3.78,1.53,2069.971,2069.971,2069.971
0,18.21791367,2.89,1.42,114.0501,114.0501,114.0501
0,18.21791367,8.88,1.93,21.9395,21.9395,21.93951
0,18.21791367,0.39,0.78,280.6624,280.6624,280.6624
0,18.21791367,13.55,2.14,14.48125,14.48125,14.48125
0,18.21791367,8.88,1.93,1075.425,1075.425,1075.425
0,18.21791367,1.4,1.15,276.6894,276.6894,276.6895
0,18.21791367,17.18,2.26,26.94277,26.94277,26.94278
0,18.21791367,6.1,1.75,50.87544,50.87545,50.87545
0,18.21791367,2.37,1.34,1981.903,1981.903,1981.904
0,18.21791367,2.97,1.43,199.0215,199.0215,199.0215
0,18.21791367,2.97,1.43,336.491,336.4911,336.4911
0,18.21791367,2.44,1.36,24.46808,24.46809,24.46809
0,18.21791367,19.52,2.33,41.98649,41.9865,41.9865
0,18.21791367,1.49,1.18,295.9748,295.9748,295.9748
0,18.21791367,21.25,2.37,71.73835,71.73836,71.73836
0,18.21791367,8.68,1.92,674.4193,674.4194,674.4196
0,18.21791367,7.38,1.84,11.55985,11.55985,11.55985
0,18.21791367,5.14,1.67,90.24542,90.24542,90.24544
0,18.21791367,2.3,1.33,12.00205,12.00205,12.00205
0,18.21791367,3.88,1.55,44.64483,44.64483,44.64484
0,18.21791367,2.1,1.3,174.0679,174.0679,174.0679
0,18.21791367,2.17,1.31,93.75703,93.75704,93.75705
0,18.21791367,19.11,2.32,30.48499,30.48499,30.48499
0,18.21791367,3.4,1.49,191.6716,191.6716,191.6717
0,18.21791367,3.69,1.52,471.1733,471.1733,471.1734
0,18.21791367,0.53,0.86,2742.784,2742.785,2742.786
0,18.21791367,2.97,1.43,1817.873,1817.873,1817.873
0,18.21791367,6.4,1.77,64.93976,64.93977,64.93979
0,18.21791367,17.18,2.26,5.642127,5.642127,5.642128
0,18.21791367,7.04,1.81,140.9107,140.9107,140.9107
0,18.21791367,1.35,1.14,164.9512,164.9512,164.9512
0,18.21791367,1.49,1.18,2659.287,2659.288,2659.289
0,18.21791367,2.37,1.34,53.17008,53.17009,53.1701
0,18.21791367,10.88,2.03,23.02479,23.02479,23.02479
0,18.21791367,4.65,1.62,30.16969,30.16969,30.16969
0,18.21791367,3.31,1.48,1063.497,1063.497,1063.497
0,18.21791367,20.8,2.36,17.40421,17.40421,17.40421
0,18.21791367,26.25,2.49,22.16667,22.16667,22.16668
0,18.21791367,2.89,1.42,941.0591,941.0594,941.0595
0,18.21791367,3.31,1.48,1053.056,1053.056,1053.056
0,18.21791367,1.54,1.19,157.7005,157.7006,157.7006
0,18.21791367,4.42,1.6,14.23018,14.23018,14.23019
0,18.21791367,0.89,1.01,835.3118,835.3119,835.3121
0,18.21791367,6.1,1.75,81.33753,81.33754,81.33755
0,18.21791367,7.92,1.87,20.15644,20.15644,20.15644
0,18.21791367,4.77,1.64,319.5959,319.5959,319.596
0,18.21791367,3.88,1.55,656.3528,656.353,656.3531
0,18.21791367,8.48,1.9,158.6407,158.6407,158.6408
0,18.21791367,1.65,1.21,1953.205,1953.205,1953.205
0,18.21791367,0.8,0.97,135.6508,135.6508,135.6508
0,18.21791367,13.85,2.15,97.75888,97.7589,97.7589
0,18.21791367,3.78,1.53,87.68255,87.68255,87.68256
0,18.21791367,1.27,1.12,1260.479,1260.479,1260.479
0,18.21791367,3.69,1.52,257.5441,257.5441,257.5442
0,18.21791367,2.89,1.42,273.8035,273.8035,273.8035
0,18.21791367,5.02,1.66,70.44303,70.44303,70.44305
0,18.21791367,7.04,1.81,410.7044,410.7044,410.7045
0,18.21791367,0.8,0.97,527.5116,527.5117,527.5118
0,18.21791367,3.88,1.55,298.3209,298.3209,298.321
0,18.21791367,0.63,0.91,85.78571,85.78572,85.78574
0,18.21791367,0.8,0.97,1324.593,1324.593,1324.593
0,18.21791367,2.17,1.31,861.2615,861.2615,861.2617
0,18.21791367,2.51,1.37,143.0417,143.0417,143.0417
0,18.21791367,2.73,1.4,65.5082,65.50821,65.50822
0,18.21791367,2.97,1.43,71.66036,71.66036,71.66038
0,18.21791367,2.89,1.42,173.994,173.994,173.994
0,18.21791367,17.93,2.28,32.16387,32.16387,32.16387
0,18.21791367,8.1,1.88,71.98207,71.98208,71.98209
0,18.21791367,8.48,1.9,58.19233,58.19234,58.19236
0,18.21791367,25.16,2.46,66.72988,66.7299,66.72991
0,18.21791367,0.1,0.52,29.2603,29.26031,29.26031
0,18.21791367,20.8,2.36,14.19206,14.19206,14.19207
0,18.21791367,2.97,1.43,3068.228,3068.229,3068.229
0,18.21791367,1.81,1.24,194.3227,194.3227,194.3227
0,18.21791367,1.7,1.22,1403.662,1403.662,1403.663
0,18.21791367,12.42,2.09,222.8192,222.8192,222.8192
0,18.21791367,6.25,1.76,263.8314,263.8315,263.8315
0,18.21791367,2.58,1.38,1071.86,1071.86,1071.86
0,18.21791367,3.99,1.56,2459.923,2459.923,2459.923
0,18.21791367,2.81,1.41,25.18174,47.17573,99.20441
0,18.21791367,2.37,1.34,43.67179,43.67179,43.6718
0,18.21791367,5.54,1.7,967.7503,967.7505,967.7507
0,18.21791367,22.16,2.4,95.92313,95.92314,95.92316
0,18.21791367,4.54,1.61,1815.44,1815.44,1815.441
0,18.21791367,3.69,1.52,6563.649,6563.65,6563.65
0,18.21791367,3.59,1.51,116.2604,116.2604,116.2605
0,18.21791367,6.88,1.8,80.35546,80.35547,80.35548
0,18.21791367,0.8,0.97,342.8712,342.8713,342.8713
0,18.21791367,14.46,2.17,28.97037,28.97037,28.97037
0,18.21791367,4.89,1.65,95.6404,95.6404,95.64042
0,18.21791367,1.03,1.05,786.5535,786.5536,786.5537
0,18.21791367,2.51,1.37,70.34462,70.34463,70.34464
0,18.21791367,17.93,2.28,51.33612,51.33613,51.33614
0,18.21791367,3.05,1.44,76.45029,76.4503,76.45031
0,18.21791367,9.95,1.98,57.58259,57.5826,57.5826
0,18.21791367,5.68,1.71,367.523,367.523,367.5231
0,18.21791367,22.64,2.41,7.891062,7.891062,7.891063
0,18.21791367,0.66,0.92,3355.787,3355.787,3355.788
0,18.21791367,0.28,0.71,1389.986,1389.986,1389.986
0,18.21791367,3.88,1.55,11151.89,11151.9,11151.9
0,18.21791367,5.02,1.66,643.637,643.637,643.6371
0,18.21791367,8.88,1.93,459.9384,459.9384,459.9384
0,18.21791367,7.38,1.84,450.4913,450.4913,450.4915
0,18.21791367,20.8,2.36,51.14316,51.14317,51.14318
0,18.21791367,4.2,1.58,869.5131,869.5132,869.5134
0,18.21791367,0.96,1.03,35.94952,35.94952,35.94953
0,18.21791367,9.09,1.94,36.19058,36.19058,36.19059
0,18.21791367,0.27,0.69,1742.953,1742.954,1742.954
0,18.21791367,5.82,1.72,98.4846,98.4846,98.4846
0,18.21791367,0.22,0.65,582.2989,582.299,582.2991
0,18.21791367,0.58,0.88,1778.762,1778.762,1778.763
0,18.21791367,6.88,1.8,10.52077,10.52077,10.52077
0,18.21791367,3.14,1.46,1027.625,1027.626,1027.626
0,18.21791367,3.69,1.52,2031.042,2031.042,2031.043
0,18.21791367,1.98,1.28,450.0561,450.0561,450.0562
